index,S:all,I:all,r0:all,v:all,sto:all,e:all,d:all,i:all,rep:all,phi:all,log_like
0,0.840885,1e-06,2.00546,2.33217,0.5,0.279511,0.301302,1e-06,0.784541,0.1,-845.506237
