time,low95:S:France__all,S:France__all,high95:S:France__all,low95:A:France__all,A:France__all,high95:A:France__all,low95:I:France__all,I:France__all,high95:I:France__all,low95:France__Sentinelles__inc,France__Sentinelles__inc,high95:France__Sentinelles__inc
533,5.33287e+07,5.34904e+07,5.36521e+07,317668,350508,383348,4.10605e+06,4.21676e+06,4.32747e+06,13375.5,13801.9,14228.2
534,5.33644e+07,5.35258e+07,5.36872e+07,311361,344144,376927,4.07228e+06,4.18279e+06,4.2933e+06,13238.5,13664.1,14089.7
535,5.3363e+07,5.35242e+07,5.36853e+07,310659,343380,376100,4.06517e+06,4.17546e+06,4.28576e+06,13250.8,13675.3,14099.8
536,5.33702e+07,5.35311e+07,5.3692e+07,308685,341343,374000,4.05193e+06,4.16201e+06,4.2721e+06,13199.5,13623.3,14047.1
537,5.33835e+07,5.35442e+07,5.37048e+07,305801,338394,370988,4.03426e+06,4.14412e+06,4.25399e+06,13136,13559,13982
538,5.33758e+07,5.35362e+07,5.36966e+07,306097,338624,371151,4.03174e+06,4.1414e+06,4.25105e+06,13147.8,13570,13992.1
539,5.33515e+07,5.35116e+07,5.36717e+07,308868,341330,373792,4.04117e+06,4.1506e+06,4.26004e+06,13194.1,13615.6,14037.1
540,5.33161e+07,5.3476e+07,5.36358e+07,313261,345662,378062,4.05855e+06,4.16779e+06,4.27702e+06,13261,13682.1,14103.2
541,5.32602e+07,5.34199e+07,5.35795e+07,320659,353004,385348,4.09063e+06,4.19967e+06,4.30871e+06,13384.9,13805.7,14226.6
542,5.32398e+07,5.33992e+07,5.35587e+07,322663,354960,387258,4.09725e+06,4.20611e+06,4.31497e+06,13371.8,13792.6,14213.4
543,5.32146e+07,5.33738e+07,5.35331e+07,325350,357604,389858,4.10729e+06,4.21598e+06,4.32467e+06,13408.9,13829.4,14249.8
544,5.31823e+07,5.33414e+07,5.35004e+07,329063,361276,393490,4.12242e+06,4.23096e+06,4.33949e+06,13464.9,13885.1,14305.3
545,5.31281e+07,5.3287e+07,5.34458e+07,336008,368185,400363,4.15331e+06,4.26169e+06,4.37007e+06,13587,14007,14427
546,5.30995e+07,5.32582e+07,5.34168e+07,339045,371194,403344,4.16585e+06,4.27409e+06,4.38233e+06,13602.1,14022.2,14442.3
547,5.30675e+07,5.3226e+07,5.33845e+07,342540,374665,406791,4.18078e+06,4.28889e+06,4.39701e+06,13653.8,14073.8,14493.7
548,5.3056e+07,5.32144e+07,5.33728e+07,342914,375020,407127,4.18095e+06,4.28894e+06,4.39693e+06,13633.4,14053.2,14473.1
549,5.30707e+07,5.3229e+07,5.33872e+07,339371,371459,403546,4.16235e+06,4.27022e+06,4.37809e+06,13546.1,13965.7,14385.2
550,5.30593e+07,5.32174e+07,5.33756e+07,339763,371828,403892,4.16248e+06,4.27022e+06,4.37797e+06,13573.1,13992,14410.9
551,5.30393e+07,5.31973e+07,5.33552e+07,341443,373486,405529,4.16885e+06,4.27647e+06,4.3841e+06,13602.6,14021.1,14439.7
552,5.30127e+07,5.31705e+07,5.33284e+07,344078,376101,408124,4.17992e+06,4.28743e+06,4.39493e+06,13645.1,14063.5,14481.8
553,5.29459e+07,5.31036e+07,5.32613e+07,352691,384697,416704,4.21991e+06,4.32731e+06,4.4347e+06,13816.3,14234.5,14652.7
554,5.28917e+07,5.30493e+07,5.32069e+07,359304,391304,423304,4.25081e+06,4.3581e+06,4.4654e+06,13903.8,14322.3,14740.9
555,5.28555e+07,5.3013e+07,5.31705e+07,363149,395150,427151,4.2688e+06,4.37601e+06,4.48323e+06,13943.5,14362.3,14781.1
556,5.28247e+07,5.29822e+07,5.31396e+07,366127,398133,430139,4.28286e+06,4.39e+06,4.49715e+06,13983.3,14402.2,14821.1
557,5.2843e+07,5.30004e+07,5.31578e+07,361726,393741,425756,4.26162e+06,4.36869e+06,4.47577e+06,13862.1,14281.1,14700
558,5.28455e+07,5.30029e+07,5.31602e+07,359743,391762,423780,4.25177e+06,4.35877e+06,4.46577e+06,13847.1,14265.6,14684
559,5.28399e+07,5.29972e+07,5.31544e+07,358995,391014,423034,4.24777e+06,4.3547e+06,4.46162e+06,13842.8,14260.8,14678.9
560,5.28459e+07,5.30031e+07,5.31603e+07,356517,388537,420556,4.23543e+06,4.34228e+06,4.44912e+06,13790.4,14208.1,14625.9
561,5.28405e+07,5.29976e+07,5.31546e+07,355777,387793,419810,4.23133e+06,4.33809e+06,4.44486e+06,13789.2,14206.5,14623.9
562,5.28335e+07,5.29905e+07,5.31475e+07,355275,387287,419300,4.22836e+06,4.33504e+06,4.44172e+06,13781.1,14198.2,14615.3
563,5.28367e+07,5.29936e+07,5.31506e+07,353244,385252,417260,4.21801e+06,4.32462e+06,4.43122e+06,13736.6,14153.5,14570.3
564,5.28319e+07,5.29887e+07,5.31456e+07,352435,384436,416437,4.21346e+06,4.31998e+06,4.4265e+06,13730.4,14146.8,14563.2
565,5.28427e+07,5.29995e+07,5.31563e+07,349296,381290,413283,4.19767e+06,4.30411e+06,4.41054e+06,13662.5,14078.6,14494.8
566,5.28584e+07,5.30151e+07,5.31717e+07,345477,377459,409441,4.17845e+06,4.2848e+06,4.39114e+06,13595.1,14010.8,14426.4
567,5.28339e+07,5.29904e+07,5.3147e+07,347700,379666,411632,4.18812e+06,4.29437e+06,4.40062e+06,13668.9,14084,14499.1
568,5.28381e+07,5.29946e+07,5.31511e+07,345599,377552,409505,4.17713e+06,4.28329e+06,4.38945e+06,13602.8,14017.8,14432.8
569,5.28368e+07,5.29932e+07,5.31496e+07,344334,376271,408208,4.17006e+06,4.27613e+06,4.3822e+06,13585.6,14000.1,14414.7
570,5.28442e+07,5.30005e+07,5.31568e+07,341804,373724,405644,4.15686e+06,4.26284e+06,4.36882e+06,13533.7,13947.9,14362.1
571,5.28488e+07,5.3005e+07,5.31612e+07,339703,371603,403504,4.14562e+06,4.2515e+06,4.35738e+06,13500,13913.8,14327.5
572,5.28716e+07,5.30277e+07,5.31838e+07,334895,366773,398651,4.12126e+06,4.22704e+06,4.33282e+06,13401.7,13815,14228.3
573,5.29134e+07,5.30694e+07,5.32254e+07,327313,359164,391015,4.08333e+06,4.18901e+06,4.29468e+06,13258.9,13671.5,14084.2
574,5.29558e+07,5.31117e+07,5.32676e+07,319719,351535,383351,4.04496e+06,4.15052e+06,4.25607e+06,13134.2,13545.9,13957.6
575,5.29642e+07,5.31199e+07,5.32756e+07,317308,349080,380852,4.0311e+06,4.13652e+06,4.24194e+06,13124.9,13535.6,13946.3
576,5.29766e+07,5.31322e+07,5.32877e+07,314321,346047,377774,4.01438e+06,4.11966e+06,4.22495e+06,13066.4,13476.6,13886.7
577,5.29727e+07,5.31281e+07,5.32836e+07,313796,345474,377152,4.00934e+06,4.11449e+06,4.21963e+06,13066.8,13476.3,13885.8
578,5.29941e+07,5.31493e+07,5.33046e+07,309503,341132,372761,3.98623e+06,4.09124e+06,4.19624e+06,12965.6,13374.7,13783.7
579,5.29756e+07,5.31307e+07,5.32858e+07,311213,342789,374365,3.9917e+06,4.09656e+06,4.20142e+06,13024.4,13432.7,13841
580,5.29936e+07,5.31485e+07,5.33035e+07,307438,338964,370489,3.97101e+06,4.07573e+06,4.18044e+06,12919.4,13327.4,13735.4
581,5.30219e+07,5.31767e+07,5.33314e+07,302159,333630,365101,3.94295e+06,4.04751e+06,4.15208e+06,12817.7,13224.9,13632.2
582,5.30107e+07,5.31653e+07,5.33198e+07,302864,334276,365687,3.94329e+06,4.0477e+06,4.15211e+06,12859.6,13265.9,13672.3
583,5.3027e+07,5.31814e+07,5.33358e+07,299426,330779,362132,3.92386e+06,4.02812e+06,4.13238e+06,12768,13173.9,13579.9
584,5.30035e+07,5.31577e+07,5.33119e+07,302001,333293,364585,3.93306e+06,4.03716e+06,4.14126e+06,12838.8,13244,13649.2
585,5.30167e+07,5.31707e+07,5.33248e+07,299035,330269,361503,3.91592e+06,4.01987e+06,4.12382e+06,12745.1,13150,13555
586,5.30132e+07,5.31671e+07,5.33209e+07,298601,329774,360948,3.91076e+06,4.01455e+06,4.11835e+06,12745.5,13149.7,13554
587,5.30153e+07,5.31689e+07,5.33226e+07,297339,328452,359565,3.90165e+06,4.00529e+06,4.10893e+06,12710.1,13113.8,13517.6
588,5.30232e+07,5.31767e+07,5.33301e+07,295204,326255,357307,3.88833e+06,3.99182e+06,4.0953e+06,12660.6,13063.8,13467
589,5.29912e+07,5.31445e+07,5.32978e+07,299082,330071,361059,3.90366e+06,4.00699e+06,4.11031e+06,12751.5,13154.1,13556.6
590,5.29662e+07,5.31194e+07,5.32725e+07,301870,332801,363731,3.91402e+06,4.0172e+06,4.12037e+06,12777.8,13180.2,13582.6
591,5.29578e+07,5.31108e+07,5.32637e+07,302126,333002,363879,3.91247e+06,4.0155e+06,4.11854e+06,12755.3,13157.4,13559.6
592,5.29574e+07,5.31101e+07,5.32629e+07,301178,332001,362823,3.9052e+06,4.0081e+06,4.11099e+06,12723.2,13124.9,13526.7
593,5.29406e+07,5.30932e+07,5.32458e+07,302693,333461,364229,3.90967e+06,4.01243e+06,4.11519e+06,12754.7,13156,13557.2
594,5.28983e+07,5.30508e+07,5.32032e+07,308020,338736,369453,3.93247e+06,4.03509e+06,4.13771e+06,12855.5,13256.4,13657.4
595,5.28737e+07,5.3026e+07,5.31783e+07,310631,341301,371972,3.94261e+06,4.0451e+06,4.1476e+06,12869.6,13270.6,13671.6
596,5.28363e+07,5.29885e+07,5.31407e+07,315109,345737,376365,3.96184e+06,4.06422e+06,4.1666e+06,12945.5,13346.3,13747.2
597,5.27815e+07,5.29336e+07,5.30856e+07,322160,352751,383342,3.99364e+06,4.09591e+06,4.19819e+06,13067.5,13468.4,13869.2
598,5.27363e+07,5.28883e+07,5.30402e+07,327677,358239,388802,4.01854e+06,4.12072e+06,4.2229e+06,13138,13539.2,13940.3
599,5.27143e+07,5.28662e+07,5.3018e+07,329632,360172,390713,4.02676e+06,4.12885e+06,4.23095e+06,13139.3,13540.6,13942
600,5.26817e+07,5.28334e+07,5.29852e+07,333166,363687,394207,4.04266e+06,4.14468e+06,4.2467e+06,13202.6,13603.9,14005.1
601,5.26601e+07,5.28117e+07,5.29634e+07,334988,365492,395997,4.05059e+06,4.15254e+06,4.25449e+06,13216.1,13617.4,14018.7
602,5.26805e+07,5.28321e+07,5.29837e+07,330466,360957,391449,4.0283e+06,4.13018e+06,4.23206e+06,13097,13498.2,13899.5
603,5.26754e+07,5.2827e+07,5.29785e+07,329833,360306,390778,4.02437e+06,4.12618e+06,4.22798e+06,13112.7,13513.3,13914
604,5.26247e+07,5.27761e+07,5.29276e+07,336064,366517,396971,4.0533e+06,4.15503e+06,4.25676e+06,13257,13657.5,14057.9
605,5.25827e+07,5.2734e+07,5.28854e+07,340898,371340,401781,4.07593e+06,4.1776e+06,4.27926e+06,13320.8,13721.6,14122.3
606,5.2547e+07,5.26984e+07,5.28497e+07,344707,375142,405577,4.09395e+06,4.19556e+06,4.29717e+06,13372.2,13773.1,14174.1
607,5.25258e+07,5.26771e+07,5.28284e+07,346304,376737,407170,4.10161e+06,4.20317e+06,4.30474e+06,13380.8,13781.9,14183
608,5.25212e+07,5.26725e+07,5.28237e+07,345388,375821,406254,4.09733e+06,4.19885e+06,4.30037e+06,13348.1,13749.2,14150.3
609,5.25239e+07,5.26752e+07,5.28264e+07,343388,373819,404251,4.08781e+06,4.18928e+06,4.29075e+06,13308.9,13709.8,14110.7
610,5.25093e+07,5.26604e+07,5.28116e+07,344016,374443,404871,4.0908e+06,4.19222e+06,4.29364e+06,13338.3,13738.9,14139.6
611,5.25143e+07,5.26655e+07,5.28166e+07,341671,372095,402520,4.07957e+06,4.18094e+06,4.28232e+06,13279.4,13680,14080.5
612,5.24974e+07,5.26485e+07,5.27995e+07,342653,373071,403489,4.0842e+06,4.18552e+06,4.28684e+06,13319.4,13719.7,14119.9
613,5.25011e+07,5.26521e+07,5.28032e+07,340528,370941,401354,4.07397e+06,4.17524e+06,4.27651e+06,13262.8,13663,14063.1
614,5.24564e+07,5.26074e+07,5.27584e+07,345667,376072,406478,4.09855e+06,4.19977e+06,4.30099e+06,13397.4,13797.2,14197.1
615,5.24575e+07,5.26084e+07,5.27593e+07,343902,374305,404709,4.09026e+06,4.19143e+06,4.29261e+06,13318.5,13718.6,14118.8
616,5.24376e+07,5.25885e+07,5.27394e+07,345279,375679,406078,4.09699e+06,4.19812e+06,4.29925e+06,13364.1,13764,14163.9
617,5.24459e+07,5.25968e+07,5.27477e+07,342418,372815,403213,4.08344e+06,4.18452e+06,4.28561e+06,13287.9,13687.8,14087.7
618,5.246e+07,5.26109e+07,5.27617e+07,338731,369122,399513,4.06575e+06,4.16679e+06,4.26783e+06,13224.1,13623.6,14023.2
619,5.24483e+07,5.25991e+07,5.27499e+07,338948,369329,399711,4.06665e+06,4.16764e+06,4.26862e+06,13256.5,13655.6,14054.7
620,5.24926e+07,5.26433e+07,5.27941e+07,330788,361159,391530,4.02726e+06,4.1282e+06,4.22913e+06,13065,13464,13863
621,5.25054e+07,5.2656e+07,5.28067e+07,327441,357793,388145,4.01058e+06,4.11145e+06,4.21232e+06,13047.1,13445.3,13843.4
622,5.25172e+07,5.26678e+07,5.28184e+07,324271,354600,384929,3.99458e+06,4.09537e+06,4.19617e+06,12996.3,13394,13791.7
623,5.25136e+07,5.26641e+07,5.28146e+07,323442,353744,384047,3.98968e+06,4.0904e+06,4.19112e+06,12997.8,13395,13792.2
624,5.25152e+07,5.26657e+07,5.28161e+07,321842,352117,382393,3.98104e+06,4.08168e+06,4.18233e+06,12963.9,13360.8,13757.8
625,5.25193e+07,5.26697e+07,5.28201e+07,319885,350132,380379,3.97062e+06,4.07118e+06,4.17174e+06,12927.2,13323.8,13720.4
626,5.25586e+07,5.27089e+07,5.28592e+07,312695,342911,373127,3.93491e+06,4.0354e+06,4.13588e+06,12772,13168.2,13564.4
627,5.25832e+07,5.27334e+07,5.28836e+07,307783,337960,368138,3.90978e+06,4.01017e+06,4.11056e+06,12707.3,13102.6,13498
628,5.26054e+07,5.27554e+07,5.29055e+07,303291,333425,363559,3.88643e+06,3.98671e+06,4.087e+06,12634.4,13029.1,13423.7
629,5.26042e+07,5.27541e+07,5.29041e+07,302347,332433,362519,3.87991e+06,3.98008e+06,4.08026e+06,12639.2,13033.1,13427.1
630,5.26486e+07,5.27984e+07,5.29482e+07,294587,324625,354662,3.84058e+06,3.94064e+06,4.04071e+06,12461.1,12854.7,13248.3
631,5.26738e+07,5.28235e+07,5.29732e+07,289787,319768,349748,3.81508e+06,3.91502e+06,4.01496e+06,12399.9,12792.5,13185.1
632,5.2677e+07,5.28266e+07,5.29761e+07,288337,318256,348175,3.80545e+06,3.90526e+06,4.00506e+06,12392.8,12784.6,13176.5
633,5.26986e+07,5.2848e+07,5.29973e+07,284157,314014,343871,3.78265e+06,3.88232e+06,3.98199e+06,12298.7,12690,13081.3
634,5.27205e+07,5.28697e+07,5.3019e+07,279961,309752,339543,3.75957e+06,3.8591e+06,3.95863e+06,12223.5,12614,13004.5
635,5.27367e+07,5.28857e+07,5.30347e+07,276688,306409,336130,3.74072e+06,3.8401e+06,3.93948e+06,12168.7,12558.5,12948.2
636,5.2755e+07,5.29038e+07,5.30527e+07,273119,302767,332416,3.72031e+06,3.81953e+06,3.91876e+06,12100.1,12489.1,12878.1
637,5.27515e+07,5.29002e+07,5.30489e+07,272846,302418,331991,3.71556e+06,3.81463e+06,3.91369e+06,12108.1,12496.4,12884.6
638,5.27243e+07,5.28728e+07,5.30213e+07,276132,305629,335126,3.72793e+06,3.82683e+06,3.92573e+06,12173.8,12561.5,12949.2
639,5.27306e+07,5.28789e+07,5.30272e+07,274360,303786,333212,3.71621e+06,3.81496e+06,3.91371e+06,12099.2,12486.7,12874.2
640,5.27153e+07,5.28634e+07,5.30115e+07,275841,305195,334549,3.72004e+06,3.81864e+06,3.91724e+06,12135,12521.9,12908.8
641,5.27428e+07,5.28907e+07,5.30387e+07,270891,300175,329459,3.6931e+06,3.79155e+06,3.89e+06,12000.7,12387.2,12773.8
642,5.27582e+07,5.2906e+07,5.30537e+07,267807,297017,326227,3.67488e+06,3.77317e+06,3.87146e+06,11954.8,12340.5,12726.2
643,5.27328e+07,5.28803e+07,5.30279e+07,270871,300004,329136,3.68604e+06,3.78416e+06,3.88229e+06,12035.3,12420.3,12805.2
644,5.27158e+07,5.28632e+07,5.30105e+07,272633,301693,330753,3.69114e+06,3.78911e+06,3.88709e+06,12042.5,12427.3,12812
645,5.26966e+07,5.28437e+07,5.29909e+07,274703,303693,332683,3.69786e+06,3.79568e+06,3.8935e+06,12066.6,12451,12835.4
646,5.26357e+07,5.27827e+07,5.29297e+07,282976,311898,340821,3.73451e+06,3.83219e+06,3.92986e+06,12231.3,12615.4,12999.5
647,5.26079e+07,5.27547e+07,5.29016e+07,286203,315068,343933,3.74741e+06,3.84496e+06,3.94251e+06,12236.6,12621,13005.4
648,5.25901e+07,5.27368e+07,5.28835e+07,287885,316697,345509,3.75309e+06,3.85052e+06,3.94795e+06,12243.7,12628,13012.3
649,5.25926e+07,5.27391e+07,5.28857e+07,286511,315272,344033,3.74419e+06,3.84151e+06,3.93882e+06,12191.8,12575.9,12960
650,5.26024e+07,5.27488e+07,5.28952e+07,284057,312766,341476,3.73004e+06,3.82724e+06,3.92443e+06,12137.5,12521.2,12904.8
651,5.26049e+07,5.27511e+07,5.28974e+07,282730,311385,340041,3.7212e+06,3.81827e+06,3.91534e+06,12117.1,12500.1,12883.2
652,5.25881e+07,5.27343e+07,5.28804e+07,284280,312881,341482,3.72616e+06,3.82311e+06,3.92005e+06,12154.7,12537.3,12919.8
653,5.25504e+07,5.26964e+07,5.28423e+07,288947,317496,346045,3.74625e+06,3.84308e+06,3.93991e+06,12243.5,12625.9,13008.2
654,5.2502e+07,5.26478e+07,5.27937e+07,295146,323648,352151,3.77402e+06,3.87074e+06,3.96746e+06,12345.8,12728.2,13110.6
655,5.25008e+07,5.26465e+07,5.27922e+07,294222,322686,351149,3.76783e+06,3.86445e+06,3.96107e+06,12271.5,12654.1,13036.7
656,5.25336e+07,5.26792e+07,5.28248e+07,288238,316662,345086,3.73718e+06,3.83369e+06,3.93021e+06,12132.8,12515.1,12897.3
657,5.24763e+07,5.26218e+07,5.27673e+07,295746,324124,352502,3.77134e+06,3.86775e+06,3.96416e+06,12347.1,12728.5,13109.9
658,5.24579e+07,5.26032e+07,5.27486e+07,297373,325715,354056,3.77756e+06,3.87387e+06,3.97018e+06,12322.7,12704.4,13086.1
659,5.24639e+07,5.26092e+07,5.27544e+07,295337,323644,351951,3.76619e+06,3.86241e+06,3.95863e+06,12257.3,12638.8,13020.4
660,5.24542e+07,5.25993e+07,5.27445e+07,295664,323934,352205,3.76614e+06,3.86227e+06,3.95839e+06,12275.3,12656.5,13037.6
661,5.24631e+07,5.26082e+07,5.27532e+07,293215,321450,349685,3.7527e+06,3.84873e+06,3.94476e+06,12210,12590.8,12971.7
662,5.23984e+07,5.25433e+07,5.26882e+07,301743,329940,358137,3.7923e+06,3.88822e+06,3.98415e+06,12424,12804.3,13184.7
663,5.23795e+07,5.25244e+07,5.26692e+07,303342,331512,359681,3.79885e+06,3.89469e+06,3.99054e+06,12391.7,12772.6,13153.4
664,5.22764e+07,5.24211e+07,5.25658e+07,317434,345578,373722,3.86609e+06,3.96186e+06,4.05763e+06,12709.3,13090,13470.8
665,5.22511e+07,5.23957e+07,5.25404e+07,319791,347926,376061,3.87728e+06,3.973e+06,4.06871e+06,12653.6,13035.4,13417.1
666,5.22372e+07,5.23819e+07,5.25265e+07,320413,348541,376669,3.88021e+06,3.97587e+06,4.07153e+06,12649.2,13031,13412.8
667,5.21943e+07,5.23389e+07,5.24835e+07,325331,353454,381577,3.90407e+06,3.99968e+06,4.09529e+06,12761.7,13143.5,13525.2
668,5.21898e+07,5.23343e+07,5.24788e+07,324503,352626,380749,3.9003e+06,3.99587e+06,4.09144e+06,12702.9,13084.9,13467
669,5.21925e+07,5.2337e+07,5.24814e+07,322610,350732,378855,3.89131e+06,3.98684e+06,4.08236e+06,12664.9,13046.8,13428.6
670,5.21991e+07,5.23435e+07,5.24879e+07,320166,348285,376404,3.87953e+06,3.97501e+06,4.07049e+06,12622,13003.6,13385.2
671,5.21975e+07,5.23419e+07,5.24862e+07,318962,347075,375189,3.87365e+06,3.96909e+06,4.06452e+06,12613,12994.2,13375.5
672,5.21918e+07,5.23361e+07,5.24805e+07,318373,346479,374586,3.87072e+06,3.9661e+06,4.06148e+06,12608.4,12989.4,13370.4
673,5.21817e+07,5.2326e+07,5.24703e+07,318444,346543,374641,3.87099e+06,3.96632e+06,4.06164e+06,12614.7,12995.5,13376.3
674,5.21791e+07,5.23233e+07,5.24676e+07,317405,345496,373586,3.86585e+06,3.96113e+06,4.0564e+06,12588.8,12969.5,13350.2
675,5.21368e+07,5.2281e+07,5.24252e+07,322229,350311,378392,3.8893e+06,3.98453e+06,4.07975e+06,12713.1,13093.6,13474
676,5.21294e+07,5.22735e+07,5.24177e+07,321849,349928,378006,3.88764e+06,3.98282e+06,4.078e+06,12665.2,13045.9,13426.7
677,5.21112e+07,5.22553e+07,5.23995e+07,323049,351123,379198,3.89369e+06,3.98882e+06,4.08395e+06,12697.9,13078.5,13459.1
678,5.212e+07,5.2264e+07,5.24081e+07,320273,348345,376417,3.88038e+06,3.97547e+06,4.07056e+06,12621.7,13002.3,13382.9
679,5.21243e+07,5.22683e+07,5.24123e+07,318186,346253,374319,3.87028e+06,3.96533e+06,4.06037e+06,12594.5,12974.8,13355
680,5.21317e+07,5.22757e+07,5.24197e+07,315664,343723,371781,3.85795e+06,3.95294e+06,4.04793e+06,12550.7,12930.7,13310.6
681,5.21353e+07,5.22792e+07,5.24232e+07,313731,341778,369825,3.84835e+06,3.94329e+06,4.03822e+06,12524.3,12903.9,13283.4
682,5.21138e+07,5.22577e+07,5.24016e+07,315517,343551,371585,3.85687e+06,3.95175e+06,4.04663e+06,12582.6,12961.9,13341.1
683,5.20963e+07,5.22401e+07,5.2384e+07,316687,344710,372732,3.8625e+06,3.95732e+06,4.05215e+06,12595.9,12975.2,13354.4
684,5.20901e+07,5.22339e+07,5.23777e+07,316177,344190,372203,3.85997e+06,3.95475e+06,4.04953e+06,12573.8,12953,13332.3
685,5.2093e+07,5.22368e+07,5.23805e+07,314335,342338,370340,3.85091e+06,3.94563e+06,4.04035e+06,12533.2,12912.3,13291.3
686,5.21028e+07,5.22465e+07,5.23901e+07,311510,339500,367491,3.83692e+06,3.93159e+06,4.02626e+06,12479.5,12858.3,13237
687,5.21063e+07,5.225e+07,5.23936e+07,309624,337598,365573,3.82739e+06,3.922e+06,4.01661e+06,12456.2,12834.6,13212.9
688,5.20926e+07,5.22362e+07,5.23798e+07,310295,338252,366209,3.8303e+06,3.92485e+06,4.0194e+06,12486.8,12864.8,13242.8
689,5.20927e+07,5.22363e+07,5.23798e+07,308934,336874,364814,3.8233e+06,3.91779e+06,4.01228e+06,12447.2,12825.1,13203
690,5.21045e+07,5.2248e+07,5.23914e+07,305874,333796,361718,3.80789e+06,3.90232e+06,3.99675e+06,12382.9,12760.6,13138.2
691,5.21206e+07,5.2264e+07,5.24074e+07,302208,330108,358009,3.78935e+06,3.88371e+06,3.97807e+06,12317.6,12694.7,13071.9
692,5.21411e+07,5.22844e+07,5.24277e+07,297953,325828,353702,3.76771e+06,3.862e+06,3.95629e+06,12242.3,12618.9,12995.6
693,5.21203e+07,5.22636e+07,5.24068e+07,299794,327638,355483,3.77576e+06,3.86997e+06,3.96418e+06,12318.4,12694.5,13070.6
694,5.21197e+07,5.22628e+07,5.2406e+07,298661,326477,354294,3.76934e+06,3.86347e+06,3.95761e+06,12273.1,12649.2,13025.2
695,5.20743e+07,5.22174e+07,5.23605e+07,304093,331880,359668,3.7951e+06,3.88916e+06,3.98322e+06,12410.9,12786.6,13162.3
696,5.20638e+07,5.22068e+07,5.23498e+07,304356,332121,359886,3.79582e+06,3.88982e+06,3.98381e+06,12370.8,12746.8,13122.8
697,5.20601e+07,5.2203e+07,5.2346e+07,303604,331347,359090,3.79159e+06,3.88552e+06,3.97945e+06,12348.6,12724.5,13100.3
698,5.20472e+07,5.21901e+07,5.2333e+07,304211,331931,359651,3.79401e+06,3.88787e+06,3.98174e+06,12367.7,12743.3,13118.9
699,5.20566e+07,5.21995e+07,5.23423e+07,301526,329225,356923,3.78031e+06,3.87411e+06,3.96791e+06,12295.7,12671.2,13046.7
700,5.20437e+07,5.21865e+07,5.23293e+07,302153,329826,357500,3.78273e+06,3.87646e+06,3.9702e+06,12331.1,12706.2,13081.2
701,5.20329e+07,5.21756e+07,5.23183e+07,302474,330123,357772,3.78371e+06,3.87737e+06,3.97104e+06,12331.7,12706.6,13081.6
702,5.20167e+07,5.21594e+07,5.23021e+07,303555,331181,358807,3.78845e+06,3.88206e+06,3.97566e+06,12353.5,12728.3,13103
703,5.20136e+07,5.21562e+07,5.22988e+07,302717,330321,357925,3.78385e+06,3.87739e+06,3.97093e+06,12322.5,12697.2,13071.9
704,5.20169e+07,5.21594e+07,5.2302e+07,300951,328532,356113,3.77465e+06,3.86812e+06,3.9616e+06,12284.7,12659.2,13033.6
705,5.20154e+07,5.21579e+07,5.23003e+07,299903,327459,355015,3.76888e+06,3.86229e+06,3.95571e+06,12271.9,12646,13020.1
706,5.20266e+07,5.2169e+07,5.23114e+07,297004,324535,352066,3.75397e+06,3.84732e+06,3.94066e+06,12207.8,12581.7,12955.5
707,5.20519e+07,5.21942e+07,5.23366e+07,292082,319584,347087,3.72895e+06,3.82222e+06,3.91549e+06,12109.5,12482.9,12856.2
708,5.20825e+07,5.22248e+07,5.2367e+07,286440,313908,341376,3.7001e+06,3.7933e+06,3.88649e+06,12009.7,12382.4,12755.1
709,5.20593e+07,5.22015e+07,5.23436e+07,288740,316168,343597,3.71003e+06,3.80313e+06,3.89624e+06,12107.7,12479.7,12851.6
710,5.19712e+07,5.21133e+07,5.22553e+07,300501,327892,355284,3.76667e+06,3.85969e+06,3.95271e+06,12370.6,12742.5,13114.5
711,5.19323e+07,5.20743e+07,5.22163e+07,304916,332284,359653,3.78788e+06,3.88084e+06,3.9738e+06,12379.5,12752.3,13125.1
712,5.18771e+07,5.2019e+07,5.2161e+07,311665,339015,366365,3.82087e+06,3.91377e+06,4.00668e+06,12507,12880,13253
713,5.18939e+07,5.20358e+07,5.21777e+07,307786,335126,362465,3.80194e+06,3.8948e+06,3.98766e+06,12355,12728.4,13101.9
714,5.19014e+07,5.20432e+07,5.21851e+07,305323,332647,359972,3.78975e+06,3.88256e+06,3.97538e+06,12327.4,12700.4,13073.4
715,5.18976e+07,5.20395e+07,5.21813e+07,304525,331832,359139,3.78564e+06,3.8784e+06,3.97116e+06,12328.2,12700.9,13073.5
716,5.1923e+07,5.20648e+07,5.22065e+07,299488,326776,354065,3.76058e+06,3.85329e+06,3.946e+06,12210.4,12582.9,12955.3
717,5.18613e+07,5.2003e+07,5.21447e+07,307225,334489,361754,3.79824e+06,3.89089e+06,3.98354e+06,12441.6,12813.4,13185.3
718,5.18835e+07,5.20252e+07,5.21668e+07,302609,329859,357108,3.77545e+06,3.86805e+06,3.96065e+06,12262.2,12634.6,13007
719,5.19047e+07,5.20463e+07,5.21879e+07,298210,325439,352668,3.75345e+06,3.846e+06,3.93854e+06,12192.5,12564.3,12936.2
720,5.18773e+07,5.20189e+07,5.21604e+07,300935,328139,355343,3.76637e+06,3.85885e+06,3.95133e+06,12295.3,12666.5,13037.8
721,5.18714e+07,5.20129e+07,5.21544e+07,300500,327683,354865,3.76387e+06,3.8563e+06,3.94872e+06,12260.2,12631.6,13003
