"date","Paris__all"
"1991-01-02",11700000
"1991-01-07",11700000
"1991-01-14",11700000
"1991-01-21",11700000
"1991-01-28",11700000
"1991-02-04",11700000
"1991-02-11",11700000
"1991-02-19",11700000
"1991-02-25",11700000
"1991-03-04",11700000
"1991-03-11",11700000
"1991-03-18",11700000
"1991-03-25",11700000
"1991-04-01",11700000
"1991-04-08",11700000
"1991-04-15",11700000
"1991-04-22",11700000
"1991-04-29",11700000
"1991-05-06",11700000
"1991-05-13",11700000
"1991-05-20",11700000
"1991-05-28",11700000
"1991-06-03",11700000
"1991-06-10",11700000
"1991-06-17",11700000
"1991-06-24",11700000
"1991-07-01",11700000
"1991-07-08",11700000
"1991-07-15",11700000
"1991-07-22",11700000
"1991-07-29",11700000
"1991-08-05",11700000
"1991-08-12",11700000
"1991-08-19",11700000
"1991-08-26",11700000
"1991-09-03",11700000
"1991-09-09",11700000
"1991-09-16",11700000
"1991-09-23",11700000
"1991-09-30",11700000
"1991-10-07",11700000
"1991-10-14",11700000
"1991-10-21",11700000
"1991-10-28",11700000
"1991-11-04",11700000
"1991-11-11",11700000
"1991-11-18",11700000
"1991-11-25",11700000
"1991-12-02",11700000
"1991-12-09",11700000
"1991-12-16",11700000
"1991-12-23",11700000
"1991-12-30",11700000
"1992-01-06",11700000
"1992-01-13",11700000
"1992-01-20",11700000
"1992-01-27",11700000
"1992-02-03",11700000
"1992-02-10",11700000
"1992-02-18",11700000
"1992-02-24",11700000
"1992-03-02",11700000
"1992-03-09",11700000
"1992-03-16",11700000
"1992-03-23",11700000
"1992-03-30",11700000
"1992-04-06",11700000
"1992-04-13",11700000
"1992-04-20",11700000
"1992-04-27",11700000
"1992-05-04",11700000
"1992-05-11",11700000
"1992-05-18",11700000
"1992-05-26",11700000
"1992-06-01",11700000
"1992-06-08",11700000
"1992-06-15",11700000
"1992-06-22",11700000
"1992-06-29",11700000
"1992-07-06",11700000
"1992-07-13",11700000
"1992-07-20",11700000
"1992-07-27",11700000
"1992-08-03",11700000
"1992-08-10",11700000
"1992-08-17",11700000
"1992-08-24",11700000
"1992-08-31",11700000
"1992-09-08",11700000
"1992-09-14",11700000
"1992-09-21",11700000
"1992-09-28",11700000
"1992-10-05",11700000
"1992-10-12",11700000
"1992-10-19",11700000
"1992-10-26",11700000
"1992-11-02",11700000
"1992-11-09",11700000
"1992-11-16",11700000
"1992-11-23",11700000
"1992-11-30",11700000
"1992-12-07",11700000
"1992-12-14",11700000
"1992-12-21",11700000
"1992-12-28",11700000
"1993-01-04",11700000
"1993-01-11",11700000
"1993-01-18",11700000
"1993-01-25",11700000
"1993-02-01",11700000
"1993-02-08",11700000
"1993-02-16",11700000
"1993-02-22",11700000
"1993-03-01",11700000
"1993-03-08",11700000
"1993-03-15",11700000
"1993-03-22",11700000
"1993-03-29",11700000
"1993-04-05",11700000
"1993-04-12",11700000
"1993-04-19",11700000
"1993-04-26",11700000
"1993-05-03",11700000
"1993-05-10",11700000
"1993-05-17",11700000
"1993-05-24",11700000
"1993-06-01",11700000
"1993-06-07",11700000
"1993-06-14",11700000
"1993-06-21",11700000
"1993-06-28",11700000
"1993-07-06",11700000
"1993-07-12",11700000
"1993-07-19",11700000
"1993-07-26",11700000
"1993-08-02",11700000
"1993-08-09",11700000
"1993-08-16",11700000
"1993-08-23",11700000
"1993-08-30",11700000
"1993-09-07",11700000
"1993-09-13",11700000
"1993-09-20",11700000
"1993-09-27",11700000
"1993-10-04",11700000
"1993-10-11",11700000
"1993-10-18",11700000
"1993-10-25",11700000
"1993-11-01",11700000
"1993-11-08",11700000
"1993-11-15",11700000
"1993-11-22",11700000
"1993-11-29",11700000
"1993-12-06",11700000
"1993-12-13",11700000
"1993-12-20",11700000
"1993-12-27",11700000
"1994-01-03",11700000
"1994-01-10",11700000
