index,S:all,I:all,beta:all,k:all,sto:all,d:all,rep:all,phi:all,log_like
293,0.97,2.72106e-06,0.999986,70.4653,0.1,0.267658,1,0.1,-7463.469194
294,0.97,2.72106e-06,0.999986,70.4653,0.1,0.267658,1,0.1,-7463.469194
295,0.97,4.04237e-06,0.999997,70.7091,0.1,0.26812,1,0.1,-7462.439120
296,0.97,4.04237e-06,0.999997,70.7091,0.1,0.26812,1,0.1,-7462.439120
297,0.97,5.53575e-06,1,70.756,0.1,0.267228,1,0.1,-7461.488644
298,0.97,5.53575e-06,1,70.756,0.1,0.267228,1,0.1,-7461.488644
299,0.97,5.53575e-06,1,70.756,0.1,0.267228,1,0.1,-7461.488644
300,0.97,1.30617e-05,1,71.3353,0.1,0.267229,1,0.1,-7459.876488
301,0.97,1.30617e-05,1,71.3353,0.1,0.267229,1,0.1,-7459.876488
302,0.97,1.30617e-05,1,71.3353,0.1,0.267229,1,0.1,-7459.876488
303,0.97,1.30617e-05,1,71.3353,0.1,0.267229,1,0.1,-7459.876488
304,0.97,1.30617e-05,1,71.3353,0.1,0.267229,1,0.1,-7459.876488
305,0.97,1.30617e-05,1,71.3353,0.1,0.267229,1,0.1,-7459.876488
306,0.97,1.30617e-05,1,71.3353,0.1,0.267229,1,0.1,-7459.876488
307,0.97,1.30617e-05,1,71.3353,0.1,0.267229,1,0.1,-7459.876488
308,0.97,1.30617e-05,1,71.3353,0.1,0.267229,1,0.1,-7459.876488
309,0.97,1.30617e-05,1,71.3353,0.1,0.267229,1,0.1,-7459.876488
310,0.97,1.30617e-05,1,71.3353,0.1,0.267229,1,0.1,-7459.876488
311,0.97,1.30617e-05,1,71.3353,0.1,0.267229,1,0.1,-7459.876488
312,0.97,1.30617e-05,1,71.3353,0.1,0.267229,1,0.1,-7459.876488
313,0.97,1.30617e-05,1,71.3353,0.1,0.267229,1,0.1,-7459.876488
314,0.97,1.30617e-05,1,71.3353,0.1,0.267229,1,0.1,-7459.876488
315,0.97,1.30617e-05,1,71.3353,0.1,0.267229,1,0.1,-7459.876488
316,0.97,1.30617e-05,1,71.3353,0.1,0.267229,1,0.1,-7459.876488
317,0.97,1.30617e-05,1,71.3353,0.1,0.267229,1,0.1,-7459.876488
318,0.97,1.30617e-05,1,71.3353,0.1,0.267229,1,0.1,-7459.876488
319,0.97,1.30617e-05,1,71.3353,0.1,0.267229,1,0.1,-7459.876488
320,0.97,1.30617e-05,1,71.3353,0.1,0.267229,1,0.1,-7459.876488
321,0.97,1.30617e-05,1,71.3353,0.1,0.267229,1,0.1,-7459.876488
322,0.97,1.30617e-05,1,71.3353,0.1,0.267229,1,0.1,-7459.876488
323,0.97,1.30617e-05,1,71.3353,0.1,0.267229,1,0.1,-7459.876488
324,0.97,1.30617e-05,1,71.3353,0.1,0.267229,1,0.1,-7459.876488
325,0.97,1.30617e-05,1,71.3353,0.1,0.267229,1,0.1,-7459.876488
326,0.97,1.30617e-05,1,71.3353,0.1,0.267229,1,0.1,-7459.876488
327,0.97,1.30617e-05,1,71.3353,0.1,0.267229,1,0.1,-7459.876488
328,0.97,1.30617e-05,1,71.3353,0.1,0.267229,1,0.1,-7459.876488
329,0.97,1.30617e-05,1,71.3353,0.1,0.267229,1,0.1,-7459.876488
330,0.97,1.30617e-05,1,71.3353,0.1,0.267229,1,0.1,-7459.876488
331,0.97,1.34232e-05,1,71.3579,0.1,0.267241,1,0.1,-7459.843283
332,0.97,1.34232e-05,1,71.3579,0.1,0.267241,1,0.1,-7459.843283
333,0.97,1.34232e-05,1,71.3579,0.1,0.267241,1,0.1,-7459.843283
334,0.97,1.34232e-05,1,71.3579,0.1,0.267241,1,0.1,-7459.843283
335,0.97,1.34232e-05,1,71.3579,0.1,0.267241,1,0.1,-7459.843283
336,0.97,1.36762e-05,1,71.3596,0.1,0.267239,1,0.1,-7459.821885
337,0.97,1.36762e-05,1,71.3596,0.1,0.267239,1,0.1,-7459.821885
338,0.97,1.36762e-05,1,71.3596,0.1,0.267239,1,0.1,-7459.821885
339,0.97,1.36762e-05,1,71.3596,0.1,0.267239,1,0.1,-7459.821885
340,0.97,1.36762e-05,1,71.3596,0.1,0.267239,1,0.1,-7459.821885
341,0.97,1.36762e-05,1,71.3596,0.1,0.267239,1,0.1,-7459.821885
342,0.97,1.36762e-05,1,71.3596,0.1,0.267239,1,0.1,-7459.821885
343,0.97,1.36762e-05,1,71.3596,0.1,0.267239,1,0.1,-7459.821885
344,0.97,1.36762e-05,1,71.3596,0.1,0.267239,1,0.1,-7459.821885
345,0.97,1.36762e-05,1,71.3596,0.1,0.267239,1,0.1,-7459.821885
346,0.97,1.36762e-05,1,71.3596,0.1,0.267239,1,0.1,-7459.821885
347,0.97,1.36762e-05,1,71.3596,0.1,0.267239,1,0.1,-7459.821885
348,0.97,1.36762e-05,1,71.3596,0.1,0.267239,1,0.1,-7459.821885
349,0.97,1.36762e-05,1,71.3596,0.1,0.267239,1,0.1,-7459.821885
350,0.97,1.36944e-05,1,71.3601,0.1,0.267239,1,0.1,-7459.820374
351,0.97,1.36944e-05,1,71.3601,0.1,0.267239,1,0.1,-7459.820374
352,0.97,1.36944e-05,1,71.3601,0.1,0.267239,1,0.1,-7459.820374
353,0.97,1.36944e-05,1,71.3601,0.1,0.267239,1,0.1,-7459.820374
354,0.97,1.36944e-05,1,71.3601,0.1,0.267239,1,0.1,-7459.820374
355,0.97,1.36944e-05,1,71.3601,0.1,0.267239,1,0.1,-7459.820374
356,0.97,1.36944e-05,1,71.3601,0.1,0.267239,1,0.1,-7459.820374
357,0.97,1.36948e-05,1,71.3601,0.1,0.267239,1,0.1,-7459.820341
358,0.97,1.36948e-05,1,71.3601,0.1,0.267239,1,0.1,-7459.820341
359,0.97,1.36948e-05,1,71.3601,0.1,0.267239,1,0.1,-7459.820341
360,0.97,1.36948e-05,1,71.3601,0.1,0.267239,1,0.1,-7459.820341
361,0.97,1.36948e-05,1,71.3601,0.1,0.267239,1,0.1,-7459.820341
362,0.97,1.36952e-05,1,71.3601,0.1,0.267239,1,0.1,-7459.820308
363,0.97,1.36952e-05,1,71.3601,0.1,0.267239,1,0.1,-7459.820308
364,0.97,1.36952e-05,1,71.3601,0.1,0.267239,1,0.1,-7459.820308
365,0.97,1.36952e-05,1,71.3601,0.1,0.267239,1,0.1,-7459.820308
366,0.97,1.36953e-05,1,71.3601,0.1,0.267239,1,0.1,-7459.820304
367,0.97,1.36953e-05,1,71.3601,0.1,0.267239,1,0.1,-7459.820304
368,0.97,1.36953e-05,1,71.3601,0.1,0.267239,1,0.1,-7459.820304
369,0.97,1.36955e-05,1,71.3601,0.1,0.267239,1,0.1,-7459.820287
370,0.97,1.36956e-05,1,71.3601,0.1,0.267239,1,0.1,-7459.820281
371,0.97,1.36956e-05,1,71.3601,0.1,0.267239,1,0.1,-7459.820281
372,0.97,1.36956e-05,1,71.3601,0.1,0.267239,1,0.1,-7459.820279
373,0.97,1.36956e-05,1,71.3601,0.1,0.267239,1,0.1,-7459.820279
374,0.97,1.36956e-05,1,71.3601,0.1,0.267239,1,0.1,-7459.820279
375,0.97,1.36956e-05,1,71.3601,0.1,0.267239,1,0.1,-7459.820279
376,0.97,1.36956e-05,1,71.3601,0.1,0.267239,1,0.1,-7459.820279
377,0.97,1.36956e-05,1,71.3601,0.1,0.267239,1,0.1,-7459.820279
378,0.97,1.36956e-05,1,71.3601,0.1,0.267239,1,0.1,-7459.820279
379,0.97,1.36956e-05,1,71.3601,0.1,0.267239,1,0.1,-7459.820279
380,0.97,1.36956e-05,1,71.3601,0.1,0.267239,1,0.1,-7459.820279
381,0.97,1.36957e-05,1,71.3601,0.1,0.267239,1,0.1,-7459.820268
382,0.97,1.36957e-05,1,71.3601,0.1,0.267239,1,0.1,-7459.820267
383,0.97,1.36957e-05,1,71.3601,0.1,0.267239,1,0.1,-7459.820267
384,0.97,1.36957e-05,1,71.3601,0.1,0.267239,1,0.1,-7459.820267
385,0.97,1.36957e-05,1,71.3601,0.1,0.267239,1,0.1,-7459.820267
386,0.97,1.36957e-05,1,71.3601,0.1,0.267239,1,0.1,-7459.820267
387,0.97,1.36958e-05,1,71.3601,0.1,0.267239,1,0.1,-7459.820265
388,0.97,1.36958e-05,1,71.3601,0.1,0.267239,1,0.1,-7459.820265
389,0.97,1.36958e-05,1,71.3601,0.1,0.267239,1,0.1,-7459.820264
390,0.97,1.36958e-05,1,71.3601,0.1,0.267239,1,0.1,-7459.820264
391,0.97,1.36958e-05,1,71.3601,0.1,0.267239,1,0.1,-7459.820264
392,0.97,1.36958e-05,1,71.3601,0.1,0.267239,1,0.1,-7459.820264
393,0.97,1.36958e-05,1,71.3601,0.1,0.267239,1,0.1,-7459.820264
394,0.97,1.36958e-05,1,71.3601,0.1,0.267239,1,0.1,-7459.820264
395,0.97,1.36958e-05,1,71.3601,0.1,0.267239,1,0.1,-7459.820264
396,0.97,1.36958e-05,1,71.3601,0.1,0.267239,1,0.1,-7459.820264
397,0.97,1.36958e-05,1,71.3601,0.1,0.267239,1,0.1,-7459.820264
398,0.97,1.36958e-05,1,71.3601,0.1,0.267239,1,0.1,-7459.820264
399,0.97,1.36958e-05,1,71.3601,0.1,0.267239,1,0.1,-7459.820264
400,0.97,1.36958e-05,1,71.3601,0.1,0.267239,1,0.1,-7459.820264
401,0.97,1.36958e-05,1,71.3601,0.1,0.267239,1,0.1,-7459.820264
402,0.97,1.36958e-05,1,71.3601,0.1,0.267239,1,0.1,-7459.820264
403,0.97,1.36958e-05,1,71.3601,0.1,0.267239,1,0.1,-7459.820264
404,0.97,1.36958e-05,1,71.3601,0.1,0.267239,1,0.1,-7459.820264
405,0.97,1.36958e-05,1,71.3601,0.1,0.267239,1,0.1,-7459.820264
406,0.97,1.36958e-05,1,71.3601,0.1,0.267239,1,0.1,-7459.820264
