index,S:all,I:all,r0:all,v:all,sto:all,rep:all,phi:all,log_like
322,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
323,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
324,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
325,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
326,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
327,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
328,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
329,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
330,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
331,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
332,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
333,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
334,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
335,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
336,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
337,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
338,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
339,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
340,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
341,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
342,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
343,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
344,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
345,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
346,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
347,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
348,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
349,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
350,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
351,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
352,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
353,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
354,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
355,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
356,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
357,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
358,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
359,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
360,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
361,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
362,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
363,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
364,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
365,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
366,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
367,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
368,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
369,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
370,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
371,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
372,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
373,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
374,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
375,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
376,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
377,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
378,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
379,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
380,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
381,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
382,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
383,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
384,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
385,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
386,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
387,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
388,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
389,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
390,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
391,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
392,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
393,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
394,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
395,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
396,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
397,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
398,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
399,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
400,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
401,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
402,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
403,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
404,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
405,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
406,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
407,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
408,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
409,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
410,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
411,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
412,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
413,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
414,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
415,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
416,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
417,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
418,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
419,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
420,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
421,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
422,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
423,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
424,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
425,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
426,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
427,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
428,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
429,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
430,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
431,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
432,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
433,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
434,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
435,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
436,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
437,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
438,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
439,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
440,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
441,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
442,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
443,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
444,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
445,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
446,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
447,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
448,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
449,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
450,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
451,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
452,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
453,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
454,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
455,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
456,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
457,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
458,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
459,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
460,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
461,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
462,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
463,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
464,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
465,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
466,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
467,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
468,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
469,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
470,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
471,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
472,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
473,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
474,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
475,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
476,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
477,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
478,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
479,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
480,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
481,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
482,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
483,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
484,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
485,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
486,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
487,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
488,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
489,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
490,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
491,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
492,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
493,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
494,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
495,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
496,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
497,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
498,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
499,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
500,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
501,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
502,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
503,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
504,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
505,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
506,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
507,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
508,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
509,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
510,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
511,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
512,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
513,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
514,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
515,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
516,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
517,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
518,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
519,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
520,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
521,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
522,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
523,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
524,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
525,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
526,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
527,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
528,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
529,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
530,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
531,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
532,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
533,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
534,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
535,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
536,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
537,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
538,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
539,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
540,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
541,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
542,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
543,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
544,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
545,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
546,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
547,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
548,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
549,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
550,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
551,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
552,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
553,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
554,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
555,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
556,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
557,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
558,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
559,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
560,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
561,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
562,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
563,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
564,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
565,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
566,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
567,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
568,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
569,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
570,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
571,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
572,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
573,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
574,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
575,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
576,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
577,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
578,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
579,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
580,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
581,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
582,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
583,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
584,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
585,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
586,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
587,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
588,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
589,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
590,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
591,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
592,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
593,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
594,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
595,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
596,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
597,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
598,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
599,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
600,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
601,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
602,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
603,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
604,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
605,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
606,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
607,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
608,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
609,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
610,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
611,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
612,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
613,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
614,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
615,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
616,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
617,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
618,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
619,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
620,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
621,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
622,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
623,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
624,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
625,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
626,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
627,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
628,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
629,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
630,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
631,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
632,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
633,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
634,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
635,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
636,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
637,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
638,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
639,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
640,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
641,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
642,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
643,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
644,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
645,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
