index,S:all,A:all,I:all,betaA:all,betaI:all,kA:all,kI:all,sto:all,rep:all,phi:all,log_like
451,0.911212,6.36327e-06,7.41859e-06,2.8509,0.00320484,5.62066,77.4817,0.1,1,0.1,-11979.397981
452,0.913824,6.24652e-06,7.5521e-06,2.84672,0.00328038,5.64128,77.2456,0.1,1,0.1,-11971.300959
453,0.913824,6.24652e-06,7.5521e-06,2.84672,0.00328038,5.64128,77.2456,0.1,1,0.1,-11971.300959
454,0.913824,6.24652e-06,7.5521e-06,2.84672,0.00328038,5.64128,77.2456,0.1,1,0.1,-11971.300959
455,0.914337,6.41482e-06,7.53329e-06,2.84771,0.00325599,5.63792,77.4261,0.1,1,0.1,-11971.788434
456,0.914337,6.41482e-06,7.53329e-06,2.84771,0.00325599,5.63792,77.4261,0.1,1,0.1,-11971.788434
457,0.915564,6.56444e-06,7.5687e-06,2.84889,0.00320074,5.61816,77.3191,0.1,1,0.1,-11967.172097
458,0.916396,6.33118e-06,7.45877e-06,2.84838,0.00315317,5.64174,77.2486,0.1,1,0.1,-11961.866263
459,0.917347,6.10827e-06,7.56801e-06,2.84992,0.00318428,5.62992,77.1375,0.1,1,0.1,-11952.092605
460,0.917347,6.10827e-06,7.56801e-06,2.84992,0.00318428,5.62992,77.1375,0.1,1,0.1,-11952.092605
461,0.918581,6.14839e-06,7.44178e-06,2.85391,0.0031322,5.64093,77.2845,0.1,1,0.1,-11948.278837
462,0.918581,6.14839e-06,7.44178e-06,2.85391,0.0031322,5.64093,77.2845,0.1,1,0.1,-11948.278837
463,0.918581,6.14839e-06,7.44178e-06,2.85391,0.0031322,5.64093,77.2845,0.1,1,0.1,-11948.278837
464,0.918581,6.14839e-06,7.44178e-06,2.85391,0.0031322,5.64093,77.2845,0.1,1,0.1,-11948.278837
465,0.918887,6.02754e-06,7.27167e-06,2.85137,0.00304976,5.65097,77.0717,0.1,1,0.1,-11947.746376
466,0.918887,6.02754e-06,7.27167e-06,2.85137,0.00304976,5.65097,77.0717,0.1,1,0.1,-11947.746376
467,0.918887,6.02754e-06,7.27167e-06,2.85137,0.00304976,5.65097,77.0717,0.1,1,0.1,-11947.746376
468,0.918887,6.02754e-06,7.27167e-06,2.85137,0.00304976,5.65097,77.0717,0.1,1,0.1,-11947.746376
469,0.918887,6.02754e-06,7.27167e-06,2.85137,0.00304976,5.65097,77.0717,0.1,1,0.1,-11947.746376
470,0.918887,6.02754e-06,7.27167e-06,2.85137,0.00304976,5.65097,77.0717,0.1,1,0.1,-11947.746376
471,0.918887,6.02754e-06,7.27167e-06,2.85137,0.00304976,5.65097,77.0717,0.1,1,0.1,-11947.746376
472,0.91712,6.0226e-06,7.30779e-06,2.8573,0.00317657,5.65175,76.9217,0.1,1,0.1,-11947.037195
473,0.918356,5.92487e-06,7.34267e-06,2.8507,0.00305535,5.65188,76.9006,0.1,1,0.1,-11944.016145
474,0.918356,5.92487e-06,7.34267e-06,2.8507,0.00305535,5.65188,76.9006,0.1,1,0.1,-11944.016145
475,0.918356,5.92487e-06,7.34267e-06,2.8507,0.00305535,5.65188,76.9006,0.1,1,0.1,-11944.016145
476,0.918356,5.92487e-06,7.34267e-06,2.8507,0.00305535,5.65188,76.9006,0.1,1,0.1,-11944.016145
477,0.915792,5.7456e-06,7.35838e-06,2.85275,0.00305221,5.6322,76.7867,0.1,1,0.1,-11944.354060
478,0.915792,5.7456e-06,7.35838e-06,2.85275,0.00305221,5.6322,76.7867,0.1,1,0.1,-11944.354060
479,0.915792,5.7456e-06,7.35838e-06,2.85275,0.00305221,5.6322,76.7867,0.1,1,0.1,-11944.354060
480,0.915792,5.7456e-06,7.35838e-06,2.85275,0.00305221,5.6322,76.7867,0.1,1,0.1,-11944.354060
481,0.916597,5.71077e-06,7.34783e-06,2.85201,0.00301123,5.63205,76.6342,0.1,1,0.1,-11941.075829
482,0.917348,5.7031e-06,7.31277e-06,2.85768,0.00293163,5.62564,76.7227,0.1,1,0.1,-11938.969094
483,0.917289,5.60206e-06,7.24418e-06,2.86397,0.00307631,5.63395,76.8133,0.1,1,0.1,-11930.601305
484,0.917962,5.53983e-06,7.22264e-06,2.86897,0.00298156,5.63933,76.4143,0.1,1,0.1,-11916.771028
485,0.917962,5.53983e-06,7.22264e-06,2.86897,0.00298156,5.63933,76.4143,0.1,1,0.1,-11916.771028
486,0.919471,5.39632e-06,7.06924e-06,2.87425,0.00304648,5.65008,76.4507,0.1,1,0.1,-11913.660694
487,0.918847,5.28622e-06,7.22763e-06,2.87677,0.00292282,5.6518,76.5125,0.1,1,0.1,-11903.680667
488,0.918847,5.28622e-06,7.22763e-06,2.87677,0.00292282,5.6518,76.5125,0.1,1,0.1,-11903.680667
489,0.920996,5.24096e-06,7.51013e-06,2.87279,0.00294393,5.66571,76.415,0.1,1,0.1,-11897.361245
490,0.920996,5.24096e-06,7.51013e-06,2.87279,0.00294393,5.66571,76.415,0.1,1,0.1,-11897.361245
491,0.920996,5.24096e-06,7.51013e-06,2.87279,0.00294393,5.66571,76.415,0.1,1,0.1,-11897.361245
492,0.920996,5.24096e-06,7.51013e-06,2.87279,0.00294393,5.66571,76.415,0.1,1,0.1,-11897.361245
493,0.920996,5.24096e-06,7.51013e-06,2.87279,0.00294393,5.66571,76.415,0.1,1,0.1,-11897.361245
494,0.920942,5.21889e-06,7.59815e-06,2.87582,0.00297401,5.6591,76.2316,0.1,1,0.1,-11894.132131
495,0.922445,5.21621e-06,7.81693e-06,2.88138,0.00288912,5.65093,76.3247,0.1,1,0.1,-11882.326628
496,0.922445,5.21621e-06,7.81693e-06,2.88138,0.00288912,5.65093,76.3247,0.1,1,0.1,-11882.326628
497,0.922445,5.21621e-06,7.81693e-06,2.88138,0.00288912,5.65093,76.3247,0.1,1,0.1,-11882.326628
498,0.922445,5.21621e-06,7.81693e-06,2.88138,0.00288912,5.65093,76.3247,0.1,1,0.1,-11882.326628
499,0.922445,5.21621e-06,7.81693e-06,2.88138,0.00288912,5.65093,76.3247,0.1,1,0.1,-11882.326628
500,0.925386,5.19202e-06,8.04031e-06,2.8848,0.00279256,5.66699,76.2431,0.1,1,0.1,-11871.114697
501,0.924148,5.24653e-06,8.11858e-06,2.89093,0.00284324,5.65955,76.4783,0.1,1,0.1,-11871.074740
502,0.924018,5.22829e-06,8.05986e-06,2.89121,0.00283512,5.65916,76.2644,0.1,1,0.1,-11868.932414
503,0.924018,5.22829e-06,8.05986e-06,2.89121,0.00283512,5.65916,76.2644,0.1,1,0.1,-11868.932414
504,0.924274,5.18806e-06,8.2056e-06,2.89741,0.00285578,5.64119,76.1648,0.1,1,0.1,-11860.536198
505,0.935244,4.95862e-06,7.35287e-06,2.9458,0.00095756,5.71945,76.2795,0.1,1,0.1,-9654.770269
506,0.933226,5.20284e-06,7.28213e-06,2.95062,0.000768163,5.72718,76.5963,0.1,1,0.1,-9634.971909
507,0.933226,5.20284e-06,7.28213e-06,2.95062,0.000768163,5.72718,76.5963,0.1,1,0.1,-9634.971909
508,0.941192,5.59149e-06,6.37505e-06,2.96289,0.000778273,5.77671,75.5128,0.1,1,0.1,-9626.443794
509,0.946579,5.01554e-06,6.43094e-06,2.96876,0.000737243,5.80836,75.0813,0.1,1,0.1,-9624.542636
510,0.946579,5.01554e-06,6.43094e-06,2.96876,0.000737243,5.80836,75.0813,0.1,1,0.1,-9624.542636
511,0.946579,5.01554e-06,6.43094e-06,2.96876,0.000737243,5.80836,75.0813,0.1,1,0.1,-9624.542636
512,0.946579,5.01554e-06,6.43094e-06,2.96876,0.000737243,5.80836,75.0813,0.1,1,0.1,-9624.542636
513,0.946579,5.01554e-06,6.43094e-06,2.96876,0.000737243,5.80836,75.0813,0.1,1,0.1,-9624.542636
514,0.946579,5.01554e-06,6.43094e-06,2.96876,0.000737243,5.80836,75.0813,0.1,1,0.1,-9624.542636
515,0.946579,5.01554e-06,6.43094e-06,2.96876,0.000737243,5.80836,75.0813,0.1,1,0.1,-9624.542636
516,0.946579,5.01554e-06,6.43094e-06,2.96876,0.000737243,5.80836,75.0813,0.1,1,0.1,-9624.542636
517,0.946579,5.01554e-06,6.43094e-06,2.96876,0.000737243,5.80836,75.0813,0.1,1,0.1,-9624.542636
518,0.946579,5.01554e-06,6.43094e-06,2.96876,0.000737243,5.80836,75.0813,0.1,1,0.1,-9624.542636
519,0.946579,5.01554e-06,6.43094e-06,2.96876,0.000737243,5.80836,75.0813,0.1,1,0.1,-9624.542636
520,0.946579,5.01554e-06,6.43094e-06,2.96876,0.000737243,5.80836,75.0813,0.1,1,0.1,-9624.542636
521,0.946579,5.01554e-06,6.43094e-06,2.96876,0.000737243,5.80836,75.0813,0.1,1,0.1,-9624.542636
522,0.946579,5.01554e-06,6.43094e-06,2.96876,0.000737243,5.80836,75.0813,0.1,1,0.1,-9624.542636
523,0.946579,5.01554e-06,6.43094e-06,2.96876,0.000737243,5.80836,75.0813,0.1,1,0.1,-9624.542636
524,0.946579,5.01554e-06,6.43094e-06,2.96876,0.000737243,5.80836,75.0813,0.1,1,0.1,-9624.542636
525,0.946579,5.01554e-06,6.43094e-06,2.96876,0.000737243,5.80836,75.0813,0.1,1,0.1,-9624.542636
526,0.946579,5.01554e-06,6.43094e-06,2.96876,0.000737243,5.80836,75.0813,0.1,1,0.1,-9624.542636
527,0.946579,5.01554e-06,6.43094e-06,2.96876,0.000737243,5.80836,75.0813,0.1,1,0.1,-9624.542636
528,0.946579,5.01554e-06,6.43094e-06,2.96876,0.000737243,5.80836,75.0813,0.1,1,0.1,-9624.542636
529,0.946579,5.01554e-06,6.43094e-06,2.96876,0.000737243,5.80836,75.0813,0.1,1,0.1,-9624.542636
530,0.946579,5.01554e-06,6.43094e-06,2.96876,0.000737243,5.80836,75.0813,0.1,1,0.1,-9624.542636
531,0.946579,5.01554e-06,6.43094e-06,2.96876,0.000737243,5.80836,75.0813,0.1,1,0.1,-9624.542636
532,0.946579,5.01554e-06,6.43094e-06,2.96876,0.000737243,5.80836,75.0813,0.1,1,0.1,-9624.542636
533,0.946579,5.01554e-06,6.43094e-06,2.96876,0.000737243,5.80836,75.0813,0.1,1,0.1,-9624.542636
534,0.946579,5.01554e-06,6.43094e-06,2.96876,0.000737243,5.80836,75.0813,0.1,1,0.1,-9624.542636
535,0.946579,5.01554e-06,6.43094e-06,2.96876,0.000737243,5.80836,75.0813,0.1,1,0.1,-9624.542636
536,0.946579,5.01554e-06,6.43094e-06,2.96876,0.000737243,5.80836,75.0813,0.1,1,0.1,-9624.542636
537,0.946579,5.01554e-06,6.43094e-06,2.96876,0.000737243,5.80836,75.0813,0.1,1,0.1,-9624.542636
538,0.946579,5.01554e-06,6.43094e-06,2.96876,0.000737243,5.80836,75.0813,0.1,1,0.1,-9624.542636
539,0.946579,5.01554e-06,6.43094e-06,2.96876,0.000737243,5.80836,75.0813,0.1,1,0.1,-9624.542636
540,0.946579,5.01554e-06,6.43094e-06,2.96876,0.000737243,5.80836,75.0813,0.1,1,0.1,-9624.542636
541,0.946579,5.01554e-06,6.43094e-06,2.96876,0.000737243,5.80836,75.0813,0.1,1,0.1,-9624.542636
542,0.946579,5.01554e-06,6.43094e-06,2.96876,0.000737243,5.80836,75.0813,0.1,1,0.1,-9624.542636
543,0.946579,5.01554e-06,6.43094e-06,2.96876,0.000737243,5.80836,75.0813,0.1,1,0.1,-9624.542636
544,0.948355,4.76974e-06,6.86169e-06,2.97144,0.000788543,5.82018,75.135,0.1,1,0.1,-9623.363994
545,0.948355,4.76974e-06,6.86169e-06,2.97144,0.000788543,5.82018,75.135,0.1,1,0.1,-9623.363994
546,0.948355,4.76974e-06,6.86169e-06,2.97144,0.000788543,5.82018,75.135,0.1,1,0.1,-9623.363994
547,0.948355,4.76974e-06,6.86169e-06,2.97144,0.000788543,5.82018,75.135,0.1,1,0.1,-9623.363994
548,0.948355,4.76974e-06,6.86169e-06,2.97144,0.000788543,5.82018,75.135,0.1,1,0.1,-9623.363994
549,0.948355,4.76974e-06,6.86169e-06,2.97144,0.000788543,5.82018,75.135,0.1,1,0.1,-9623.363994
550,0.948355,4.76974e-06,6.86169e-06,2.97144,0.000788543,5.82018,75.135,0.1,1,0.1,-9623.363994
551,0.948355,4.76974e-06,6.86169e-06,2.97144,0.000788543,5.82018,75.135,0.1,1,0.1,-9623.363994
552,0.948355,4.76974e-06,6.86169e-06,2.97144,0.000788543,5.82018,75.135,0.1,1,0.1,-9623.363994
553,0.948355,4.76974e-06,6.86169e-06,2.97144,0.000788543,5.82018,75.135,0.1,1,0.1,-9623.363994
554,0.948355,4.76974e-06,6.86169e-06,2.97144,0.000788543,5.82018,75.135,0.1,1,0.1,-9623.363994
555,0.948355,4.76974e-06,6.86169e-06,2.97144,0.000788543,5.82018,75.135,0.1,1,0.1,-9623.363994
556,0.948355,4.76974e-06,6.86169e-06,2.97144,0.000788543,5.82018,75.135,0.1,1,0.1,-9623.363994
557,0.948355,4.76974e-06,6.86169e-06,2.97144,0.000788543,5.82018,75.135,0.1,1,0.1,-9623.363994
558,0.948355,4.76974e-06,6.86169e-06,2.97144,0.000788543,5.82018,75.135,0.1,1,0.1,-9623.363994
559,0.948355,4.76974e-06,6.86169e-06,2.97144,0.000788543,5.82018,75.135,0.1,1,0.1,-9623.363994
560,0.948355,4.76974e-06,6.86169e-06,2.97144,0.000788543,5.82018,75.135,0.1,1,0.1,-9623.363994
561,0.948355,4.76974e-06,6.86169e-06,2.97144,0.000788543,5.82018,75.135,0.1,1,0.1,-9623.363994
562,0.948355,4.76974e-06,6.86169e-06,2.97144,0.000788543,5.82018,75.135,0.1,1,0.1,-9623.363994
563,0.948355,4.76974e-06,6.86169e-06,2.97144,0.000788543,5.82018,75.135,0.1,1,0.1,-9623.363994
564,0.948355,4.76974e-06,6.86169e-06,2.97144,0.000788543,5.82018,75.135,0.1,1,0.1,-9623.363994
565,0.948355,4.76974e-06,6.86169e-06,2.97144,0.000788543,5.82018,75.135,0.1,1,0.1,-9623.363994
566,0.948355,4.76974e-06,6.86169e-06,2.97144,0.000788543,5.82018,75.135,0.1,1,0.1,-9623.363994
567,0.948355,4.76974e-06,6.86169e-06,2.97144,0.000788543,5.82018,75.135,0.1,1,0.1,-9623.363994
568,0.948355,4.76974e-06,6.86169e-06,2.97144,0.000788543,5.82018,75.135,0.1,1,0.1,-9623.363994
569,0.948355,4.76974e-06,6.86169e-06,2.97144,0.000788543,5.82018,75.135,0.1,1,0.1,-9623.363994
570,0.949045,4.83131e-06,6.7629e-06,2.9724,0.000774754,5.81718,75.0141,0.1,1,0.1,-9622.571586
571,0.949045,4.83131e-06,6.7629e-06,2.9724,0.000774754,5.81718,75.0141,0.1,1,0.1,-9622.571586
572,0.949045,4.83131e-06,6.7629e-06,2.9724,0.000774754,5.81718,75.0141,0.1,1,0.1,-9622.571586
573,0.949045,4.83131e-06,6.7629e-06,2.9724,0.000774754,5.81718,75.0141,0.1,1,0.1,-9622.571586
574,0.949045,4.83131e-06,6.7629e-06,2.9724,0.000774754,5.81718,75.0141,0.1,1,0.1,-9622.571586
575,0.949045,4.83131e-06,6.7629e-06,2.9724,0.000774754,5.81718,75.0141,0.1,1,0.1,-9622.571586
576,0.949045,4.83131e-06,6.7629e-06,2.9724,0.000774754,5.81718,75.0141,0.1,1,0.1,-9622.571586
577,0.949045,4.83131e-06,6.7629e-06,2.9724,0.000774754,5.81718,75.0141,0.1,1,0.1,-9622.571586
578,0.949045,4.83131e-06,6.7629e-06,2.9724,0.000774754,5.81718,75.0141,0.1,1,0.1,-9622.571586
579,0.949045,4.83131e-06,6.7629e-06,2.9724,0.000774754,5.81718,75.0141,0.1,1,0.1,-9622.571586
580,0.949045,4.83131e-06,6.7629e-06,2.9724,0.000774754,5.81718,75.0141,0.1,1,0.1,-9622.571586
581,0.949045,4.83131e-06,6.7629e-06,2.9724,0.000774754,5.81718,75.0141,0.1,1,0.1,-9622.571586
582,0.949045,4.83131e-06,6.7629e-06,2.9724,0.000774754,5.81718,75.0141,0.1,1,0.1,-9622.571586
583,0.949045,4.83131e-06,6.7629e-06,2.9724,0.000774754,5.81718,75.0141,0.1,1,0.1,-9622.571586
584,0.949045,4.83131e-06,6.7629e-06,2.9724,0.000774754,5.81718,75.0141,0.1,1,0.1,-9622.571586
585,0.949045,4.83131e-06,6.7629e-06,2.9724,0.000774754,5.81718,75.0141,0.1,1,0.1,-9622.571586
586,0.949045,4.83131e-06,6.7629e-06,2.9724,0.000774754,5.81718,75.0141,0.1,1,0.1,-9622.571586
587,0.949045,4.83131e-06,6.7629e-06,2.9724,0.000774754,5.81718,75.0141,0.1,1,0.1,-9622.571586
588,0.949045,4.83131e-06,6.7629e-06,2.9724,0.000774754,5.81718,75.0141,0.1,1,0.1,-9622.571586
589,0.949045,4.83131e-06,6.7629e-06,2.9724,0.000774754,5.81718,75.0141,0.1,1,0.1,-9622.571586
590,0.949045,4.83131e-06,6.7629e-06,2.9724,0.000774754,5.81718,75.0141,0.1,1,0.1,-9622.571586
591,0.949045,4.83131e-06,6.7629e-06,2.9724,0.000774754,5.81718,75.0141,0.1,1,0.1,-9622.571586
592,0.949045,4.83131e-06,6.7629e-06,2.9724,0.000774754,5.81718,75.0141,0.1,1,0.1,-9622.571586
593,0.949045,4.83131e-06,6.7629e-06,2.9724,0.000774754,5.81718,75.0141,0.1,1,0.1,-9622.571586
594,0.949045,4.83131e-06,6.7629e-06,2.9724,0.000774754,5.81718,75.0141,0.1,1,0.1,-9622.571586
595,0.949045,4.83131e-06,6.7629e-06,2.9724,0.000774754,5.81718,75.0141,0.1,1,0.1,-9622.571586
596,0.949045,4.83131e-06,6.7629e-06,2.9724,0.000774754,5.81718,75.0141,0.1,1,0.1,-9622.571586
597,0.949045,4.83131e-06,6.7629e-06,2.9724,0.000774754,5.81718,75.0141,0.1,1,0.1,-9622.571586
598,0.949045,4.83131e-06,6.7629e-06,2.9724,0.000774754,5.81718,75.0141,0.1,1,0.1,-9622.571586
599,0.949045,4.83131e-06,6.7629e-06,2.9724,0.000774754,5.81718,75.0141,0.1,1,0.1,-9622.571586
600,0.949045,4.83131e-06,6.7629e-06,2.9724,0.000774754,5.81718,75.0141,0.1,1,0.1,-9622.571586
601,0.949045,4.83131e-06,6.7629e-06,2.9724,0.000774754,5.81718,75.0141,0.1,1,0.1,-9622.571586
602,0.949045,4.83131e-06,6.7629e-06,2.9724,0.000774754,5.81718,75.0141,0.1,1,0.1,-9622.571586
603,0.949045,4.83131e-06,6.7629e-06,2.9724,0.000774754,5.81718,75.0141,0.1,1,0.1,-9622.571586
604,0.949045,4.83131e-06,6.7629e-06,2.9724,0.000774754,5.81718,75.0141,0.1,1,0.1,-9622.571586
605,0.949045,4.83131e-06,6.7629e-06,2.9724,0.000774754,5.81718,75.0141,0.1,1,0.1,-9622.571586
606,0.949045,4.83131e-06,6.7629e-06,2.9724,0.000774754,5.81718,75.0141,0.1,1,0.1,-9622.571586
607,0.949045,4.83131e-06,6.7629e-06,2.9724,0.000774754,5.81718,75.0141,0.1,1,0.1,-9622.571586
608,0.949045,4.83131e-06,6.7629e-06,2.9724,0.000774754,5.81718,75.0141,0.1,1,0.1,-9622.571586
609,0.949045,4.83131e-06,6.7629e-06,2.9724,0.000774754,5.81718,75.0141,0.1,1,0.1,-9622.571586
610,0.949045,4.83131e-06,6.7629e-06,2.9724,0.000774754,5.81718,75.0141,0.1,1,0.1,-9622.571586
611,0.949045,4.83131e-06,6.7629e-06,2.9724,0.000774754,5.81718,75.0141,0.1,1,0.1,-9622.571586
612,0.949045,4.83131e-06,6.7629e-06,2.9724,0.000774754,5.81718,75.0141,0.1,1,0.1,-9622.571586
613,0.949045,4.83131e-06,6.7629e-06,2.9724,0.000774754,5.81718,75.0141,0.1,1,0.1,-9622.571586
614,0.949045,4.83131e-06,6.7629e-06,2.9724,0.000774754,5.81718,75.0141,0.1,1,0.1,-9622.571586
615,0.949045,4.83131e-06,6.7629e-06,2.9724,0.000774754,5.81718,75.0141,0.1,1,0.1,-9622.571586
616,0.952292,4.64719e-06,6.52094e-06,2.98099,0.000712362,5.8224,74.5498,0.1,1,0.1,-9620.835639
617,0.952292,4.64719e-06,6.52094e-06,2.98099,0.000712362,5.8224,74.5498,0.1,1,0.1,-9620.835639
618,0.952292,4.64719e-06,6.52094e-06,2.98099,0.000712362,5.8224,74.5498,0.1,1,0.1,-9620.835639
619,0.952292,4.64719e-06,6.52094e-06,2.98099,0.000712362,5.8224,74.5498,0.1,1,0.1,-9620.835639
620,0.952292,4.64719e-06,6.52094e-06,2.98099,0.000712362,5.8224,74.5498,0.1,1,0.1,-9620.835639
621,0.952292,4.64719e-06,6.52094e-06,2.98099,0.000712362,5.8224,74.5498,0.1,1,0.1,-9620.835639
622,0.952292,4.64719e-06,6.52094e-06,2.98099,0.000712362,5.8224,74.5498,0.1,1,0.1,-9620.835639
623,0.952292,4.64719e-06,6.52094e-06,2.98099,0.000712362,5.8224,74.5498,0.1,1,0.1,-9620.835639
624,0.952292,4.64719e-06,6.52094e-06,2.98099,0.000712362,5.8224,74.5498,0.1,1,0.1,-9620.835639
625,0.952292,4.64719e-06,6.52094e-06,2.98099,0.000712362,5.8224,74.5498,0.1,1,0.1,-9620.835639
626,0.952292,4.64719e-06,6.52094e-06,2.98099,0.000712362,5.8224,74.5498,0.1,1,0.1,-9620.835639
627,0.952292,4.64719e-06,6.52094e-06,2.98099,0.000712362,5.8224,74.5498,0.1,1,0.1,-9620.835639
628,0.952292,4.64719e-06,6.52094e-06,2.98099,0.000712362,5.8224,74.5498,0.1,1,0.1,-9620.835639
629,0.952292,4.64719e-06,6.52094e-06,2.98099,0.000712362,5.8224,74.5498,0.1,1,0.1,-9620.835639
630,0.952292,4.64719e-06,6.52094e-06,2.98099,0.000712362,5.8224,74.5498,0.1,1,0.1,-9620.835639
631,0.952292,4.64719e-06,6.52094e-06,2.98099,0.000712362,5.8224,74.5498,0.1,1,0.1,-9620.835639
632,0.952292,4.64719e-06,6.52094e-06,2.98099,0.000712362,5.8224,74.5498,0.1,1,0.1,-9620.835639
633,0.952292,4.64719e-06,6.52094e-06,2.98099,0.000712362,5.8224,74.5498,0.1,1,0.1,-9620.835639
634,0.952292,4.64719e-06,6.52094e-06,2.98099,0.000712362,5.8224,74.5498,0.1,1,0.1,-9620.835639
635,0.952292,4.64719e-06,6.52094e-06,2.98099,0.000712362,5.8224,74.5498,0.1,1,0.1,-9620.835639
636,0.952292,4.64719e-06,6.52094e-06,2.98099,0.000712362,5.8224,74.5498,0.1,1,0.1,-9620.835639
637,0.952292,4.64719e-06,6.52094e-06,2.98099,0.000712362,5.8224,74.5498,0.1,1,0.1,-9620.835639
638,0.952292,4.64719e-06,6.52094e-06,2.98099,0.000712362,5.8224,74.5498,0.1,1,0.1,-9620.835639
639,0.950734,4.65086e-06,6.49153e-06,2.97457,0.000706832,5.82632,74.6198,0.1,1,0.1,-9623.033729
640,0.950734,4.65086e-06,6.49153e-06,2.97457,0.000706832,5.82632,74.6198,0.1,1,0.1,-9623.033729
641,0.950734,4.65086e-06,6.49153e-06,2.97457,0.000706832,5.82632,74.6198,0.1,1,0.1,-9623.033729
642,0.950734,4.65086e-06,6.49153e-06,2.97457,0.000706832,5.82632,74.6198,0.1,1,0.1,-9623.033729
643,0.950734,4.65086e-06,6.49153e-06,2.97457,0.000706832,5.82632,74.6198,0.1,1,0.1,-9623.033729
644,0.950734,4.65086e-06,6.49153e-06,2.97457,0.000706832,5.82632,74.6198,0.1,1,0.1,-9623.033729
645,0.950734,4.65086e-06,6.49153e-06,2.97457,0.000706832,5.82632,74.6198,0.1,1,0.1,-9623.033729
646,0.950734,4.65086e-06,6.49153e-06,2.97457,0.000706832,5.82632,74.6198,0.1,1,0.1,-9623.033729
647,0.950734,4.65086e-06,6.49153e-06,2.97457,0.000706832,5.82632,74.6198,0.1,1,0.1,-9623.033729
648,0.950734,4.65086e-06,6.49153e-06,2.97457,0.000706832,5.82632,74.6198,0.1,1,0.1,-9623.033729
649,0.950734,4.65086e-06,6.49153e-06,2.97457,0.000706832,5.82632,74.6198,0.1,1,0.1,-9623.033729
650,0.950734,4.65086e-06,6.49153e-06,2.97457,0.000706832,5.82632,74.6198,0.1,1,0.1,-9623.033729
651,0.950734,4.65086e-06,6.49153e-06,2.97457,0.000706832,5.82632,74.6198,0.1,1,0.1,-9623.033729
652,0.950734,4.65086e-06,6.49153e-06,2.97457,0.000706832,5.82632,74.6198,0.1,1,0.1,-9623.033729
653,0.950734,4.65086e-06,6.49153e-06,2.97457,0.000706832,5.82632,74.6198,0.1,1,0.1,-9623.033729
654,0.950734,4.65086e-06,6.49153e-06,2.97457,0.000706832,5.82632,74.6198,0.1,1,0.1,-9623.033729
655,0.950734,4.65086e-06,6.49153e-06,2.97457,0.000706832,5.82632,74.6198,0.1,1,0.1,-9623.033729
656,0.950734,4.65086e-06,6.49153e-06,2.97457,0.000706832,5.82632,74.6198,0.1,1,0.1,-9623.033729
657,0.950734,4.65086e-06,6.49153e-06,2.97457,0.000706832,5.82632,74.6198,0.1,1,0.1,-9623.033729
658,0.950734,4.65086e-06,6.49153e-06,2.97457,0.000706832,5.82632,74.6198,0.1,1,0.1,-9623.033729
659,0.950734,4.65086e-06,6.49153e-06,2.97457,0.000706832,5.82632,74.6198,0.1,1,0.1,-9623.033729
660,0.950734,4.65086e-06,6.49153e-06,2.97457,0.000706832,5.82632,74.6198,0.1,1,0.1,-9623.033729
661,0.950734,4.65086e-06,6.49153e-06,2.97457,0.000706832,5.82632,74.6198,0.1,1,0.1,-9623.033729
662,0.950734,4.65086e-06,6.49153e-06,2.97457,0.000706832,5.82632,74.6198,0.1,1,0.1,-9623.033729
663,0.950734,4.65086e-06,6.49153e-06,2.97457,0.000706832,5.82632,74.6198,0.1,1,0.1,-9623.033729
664,0.950734,4.65086e-06,6.49153e-06,2.97457,0.000706832,5.82632,74.6198,0.1,1,0.1,-9623.033729
665,0.950734,4.65086e-06,6.49153e-06,2.97457,0.000706832,5.82632,74.6198,0.1,1,0.1,-9623.033729
666,0.950734,4.65086e-06,6.49153e-06,2.97457,0.000706832,5.82632,74.6198,0.1,1,0.1,-9623.033729
667,0.950734,4.65086e-06,6.49153e-06,2.97457,0.000706832,5.82632,74.6198,0.1,1,0.1,-9623.033729
668,0.950734,4.65086e-06,6.49153e-06,2.97457,0.000706832,5.82632,74.6198,0.1,1,0.1,-9623.033729
669,0.950734,4.65086e-06,6.49153e-06,2.97457,0.000706832,5.82632,74.6198,0.1,1,0.1,-9623.033729
670,0.950734,4.65086e-06,6.49153e-06,2.97457,0.000706832,5.82632,74.6198,0.1,1,0.1,-9623.033729
671,0.950734,4.65086e-06,6.49153e-06,2.97457,0.000706832,5.82632,74.6198,0.1,1,0.1,-9623.033729
672,0.950734,4.65086e-06,6.49153e-06,2.97457,0.000706832,5.82632,74.6198,0.1,1,0.1,-9623.033729
673,0.950734,4.65086e-06,6.49153e-06,2.97457,0.000706832,5.82632,74.6198,0.1,1,0.1,-9623.033729
674,0.950734,4.65086e-06,6.49153e-06,2.97457,0.000706832,5.82632,74.6198,0.1,1,0.1,-9623.033729
675,0.950734,4.65086e-06,6.49153e-06,2.97457,0.000706832,5.82632,74.6198,0.1,1,0.1,-9623.033729
676,0.950734,4.65086e-06,6.49153e-06,2.97457,0.000706832,5.82632,74.6198,0.1,1,0.1,-9623.033729
677,0.950734,4.65086e-06,6.49153e-06,2.97457,0.000706832,5.82632,74.6198,0.1,1,0.1,-9623.033729
678,0.950734,4.65086e-06,6.49153e-06,2.97457,0.000706832,5.82632,74.6198,0.1,1,0.1,-9623.033729
679,0.950734,4.65086e-06,6.49153e-06,2.97457,0.000706832,5.82632,74.6198,0.1,1,0.1,-9623.033729
