index,time,S:city1__all,S:city2__all,I:city1__all,I:city2__all,obs_mean:all__CDC__inc,obs_mean:all__google__inc,obs_mean:city2__CDC__inc,obs_mean:city1__CDC__prev,obs_real:all__CDC__inc,obs_real:all__google__inc,obs_real:city2__CDC__inc,obs_real:city1__CDC__prev
0,52,32559.1,20670.8,6.84575,0.0112274,3.06674,3.06674,0.00326259,3.92002,3.04708,4.67284,0,4.26154
0,51,32301.6,20406.4,8.42817,0.0145261,3.78363,3.78363,0.00417926,4.82615,4.30508,2.42456,0,4.59985
0,50,32044.9,20141.9,10.4172,0.0189021,4.68648,4.68648,0.00538336,5.96509,6.74819,6.85856,0.106861,8.53793
0,49,31789.2,19877.3,12.926,0.0247379,5.82752,5.82752,0.00697303,7.40171,4.17643,5.43977,0.050402,7.4231
0,48,31534.7,19612.6,16.1017,0.0325617,7.27463,7.27463,0.00908245,9.22015,4.39421,4.81695,0,12.0918
0,47,31281.9,19347.9,20.1353,0.0431065,9.11632,9.11632,0.0118959,11.5299,4.84877,8.73202,0,14.8714
0,46,31031,19083.1,25.2763,0.0573947,11.4682,11.4682,0.0156675,14.4738,14.2259,11.596,0,13.2642
0,45,30782.8,18818.3,31.8511,0.0768588,14.4818,14.4818,0.0207497,18.2386,14.4908,16.3091,0.169533,17.8597
0,44,30537.8,18553.3,40.2875,0.103516,18.356,18.356,0.0276331,23.0695,16.3124,11.6251,0.164561,26.2874
0,43,30297.2,18288.4,51.1476,0.140223,23.3526,23.3526,0.0370043,29.2882,27.3794,25.6345,0.0981694,22.4894
0,42,30061.9,18023.3,65.1716,0.19104,29.8165,29.8165,0.0498285,37.3186,36.497,26.9982,0,42.7178
0,41,29833.8,17758.3,83.3351,0.261774,38.2032,38.2032,0.0674689,47.7194,37.8577,38.4365,0.298584,53.4102
0,40,29614.7,17493.1,106.925,0.360764,49.1137,49.1137,0.0918602,61.2277,57.2696,42.0711,0.508415,60.9631
0,39,29407.4,17228,137.641,0.500053,63.3414,63.3414,0.125761,78.8161,61.1411,64.1051,0.153527,89.528
0,38,29215.5,16962.8,177.722,0.697118,81.9322,81.9322,0.173125,101.767,75.1168,91.8629,0.478516,115.453
0,37,29043.4,16697.7,230.113,0.977445,106.261,106.261,0.239642,131.768,107.829,111.127,0.217085,128.403
0,36,28897.5,16432.5,298.676,1.3784,138.124,138.124,0.333544,171.028,147.359,135.334,0,158.024
0,35,28785.5,16167.5,388.436,1.95503,179.854,179.854,0.466796,222.427,206.101,194.011,0.68833,230.974
0,34,28718.3,15902.7,505.87,2.78885,234.44,234.44,0.656877,289.672,255.681,222.659,0.948557,315.216
0,33,28709.8,15638.1,659.202,4.0012,305.644,305.644,0.929436,377.473,317.85,336.524,0,289.53
0,32,28778.5,15373.9,858.638,5.77358,398.078,398.078,1.3223,491.674,353.332,391.543,0.650509,452.905
0,31,28948.8,15110.3,1116.41,8.37885,517.154,517.154,1.89155,639.281,470.396,520.649,2.73891,649.53
0,30,29252.6,14847.7,1446.4,12.2293,668.805,668.805,2.72067,828.24,599.958,637.282,3.914,787.411
0,29,29731.6,14586.4,1862.88,17.9508,858.753,858.753,3.93468,1066.72,859.43,795.956,2.54937,1016.97
0,28,30439,14327.2,2377.84,26.4984,1091.07,1091.07,5.72162,1361.6,1170.01,1225.93,4.64649,1397.44
0,27,31441.7,14071,2996.08,39.3352,1365.72,1365.72,8.36595,1715.62,1195.22,1478.6,8.10581,1673.36
0,26,32820,13819.4,3707.51,58.7131,1675.11,1675.11,12.3002,2123,1576.42,1612.38,9.42991,2269.37
0,25,34664.1,13574.5,4476.98,88.1106,2000.1,2000.1,18.1863,2563.61,1983.29,1581.76,19.3871,2424.33
0,24,37062.5,13339.9,5234.48,132.917,2307.58,2307.58,27.0434,2997.37,2685.62,2690.39,18.3107,2877.96
0,23,40078.7,13120.7,5872.75,201.5,2553.27,2553.27,40.453,3362.86,2274.86,2402.82,47.4242,3779.07
0,22,43713.2,12924.9,6262.48,306.854,2693.5,2693.5,60.891,3586.03,3242.13,2827.27,60.2024,3804.12
0,21,47861.5,12764.7,6291.7,469.111,2705.72,2705.72,92.2785,3602.76,2578.35,3156.79,89.9816,3625.56
0,20,52292.2,12659.3,5918.35,719.265,2608.79,2608.79,140.913,3388.97,2535.15,2859.72,166.11,3458.09
