index,time,S:city1__all,S:city2__all,I:city1__all,I:city2__all,obs_mean:all__CDC__inc,obs_mean:all__google__inc,obs_mean:city2__CDC__inc,obs_mean:city1__CDC__prev,obs_real:all__CDC__inc,obs_real:all__google__inc,obs_real:city2__CDC__inc,obs_real:city1__CDC__prev
0,52,32559.1,20670.8,6.84575,0.0112274,3.06674,3.06674,0.00326259,3.92002,2.79887,1.65797,0.00929982,4.88388
0,51,32301.6,20406.4,8.42817,0.0145261,3.78363,3.78363,0.00417926,4.82615,4.75246,5.2267,0,4.13093
0,50,32044.9,20141.9,10.4172,0.0189021,4.68648,4.68648,0.00538336,5.96509,2.5284,2.70187,0,3.51698
0,49,31789.2,19877.3,12.926,0.0247379,5.82752,5.82752,0.00697303,7.40171,3.73868,8.60187,0,6.39071
0,48,31534.7,19612.6,16.1017,0.0325617,7.27463,7.27463,0.00908245,9.22015,7.84789,4.42776,0,6.91915
0,47,31281.9,19347.9,20.1353,0.0431065,9.11632,9.11632,0.0118959,11.5299,8.44486,5.61309,0,8.33005
0,46,31031,19083.1,25.2763,0.0573947,11.4682,11.4682,0.0156675,14.4738,14.3004,10.7905,0,16.0829
0,45,30782.8,18818.3,31.8511,0.0768588,14.4818,14.4818,0.0207497,18.2386,9.26389,19.3591,0,21.0299
0,44,30537.8,18553.3,40.2875,0.103516,18.356,18.356,0.0276331,23.0695,14.6635,22.2068,0.0795241,24.7222
0,43,30297.2,18288.4,51.1476,0.140223,23.3526,23.3526,0.0370043,29.2882,29.9983,21.3018,0,25.3266
0,42,30061.9,18023.3,65.1716,0.19104,29.8165,29.8165,0.0498285,37.3186,25.4226,26.814,0,38.6825
0,41,29833.8,17758.3,83.3351,0.261774,38.2032,38.2032,0.0674689,47.7194,41.1197,30.5708,0.0724117,45.5508
0,40,29614.7,17493.1,106.925,0.360764,49.1137,49.1137,0.0918602,61.2277,55.256,54.3428,0,63.6158
0,39,29407.4,17228,137.641,0.500053,63.3414,63.3414,0.125761,78.8161,75.5444,68.1699,0.632989,67.4639
0,38,29215.5,16962.8,177.722,0.697118,81.9322,81.9322,0.173125,101.767,81.3004,88.2944,0.116233,89.9836
0,37,29043.4,16697.7,230.113,0.977445,106.261,106.261,0.239642,131.768,81.2149,117.687,0.507266,101.353
0,36,28897.5,16432.5,298.676,1.3784,138.124,138.124,0.333544,171.028,128.249,123.335,0.0563078,188.525
0,35,28785.5,16167.5,388.436,1.95503,179.854,179.854,0.466796,222.427,180.251,202.645,0.445516,220.985
0,34,28718.3,15902.7,505.87,2.78885,234.44,234.44,0.656877,289.672,207.97,224.91,1.07958,309.969
0,33,28709.8,15638.1,659.202,4.0012,305.644,305.644,0.929436,377.473,330.898,385.296,0.418913,381.655
0,32,28778.5,15373.9,858.638,5.77358,398.078,398.078,1.3223,491.674,399.978,470.403,2.04778,494.19
0,31,28948.8,15110.3,1116.41,8.37885,517.154,517.154,1.89155,639.281,628.725,481.768,1.85465,692.722
0,30,29252.6,14847.7,1446.4,12.2293,668.805,668.805,2.72067,828.24,668.548,709.198,2.7203,690.07
0,29,29731.6,14586.4,1862.88,17.9508,858.753,858.753,3.93468,1066.72,913.444,879.702,3.90841,1138.75
0,28,30439,14327.2,2377.84,26.4984,1091.07,1091.07,5.72162,1361.6,1194.41,1058.83,8.32587,1413.83
0,27,31441.7,14071,2996.08,39.3352,1365.72,1365.72,8.36595,1715.62,1335.82,1419.87,6.53601,1693.82
0,26,32820,13819.4,3707.51,58.7131,1675.11,1675.11,12.3002,2123,1760.36,1784.67,15.078,1848.76
0,25,34664.1,13574.5,4476.98,88.1106,2000.1,2000.1,18.1863,2563.61,1713.95,2093.99,14.235,2361.78
0,24,37062.5,13339.9,5234.48,132.917,2307.58,2307.58,27.0434,2997.37,2347.88,2449.3,28.056,3079
0,23,40078.7,13120.7,5872.75,201.5,2553.27,2553.27,40.453,3362.86,2094.44,2540.17,39.1089,3517.7
0,22,43713.2,12924.9,6262.48,306.854,2693.5,2693.5,60.891,3586.03,2568.93,2902.74,55.7267,3079.05
0,21,47861.5,12764.7,6291.7,469.111,2705.72,2705.72,92.2785,3602.76,2078.18,2473.16,76.2001,3057.97
0,20,52292.2,12659.3,5918.35,719.265,2608.79,2608.79,140.913,3388.97,2560.71,2546.42,160.272,3537.35
0,19,56677.3,12638.8,5202.66,1104.39,2468.55,2468.55,217.096,2979.15,2148.26,2290.94,226.664,2892.06
0,18,60679.5,12751.3,4288.32,1694.23,2383.25,2383.25,338.054,2455.58,2317.36,2365.61,322.561,2338.16
0,17,64052.8,13075.2,3340.49,2587.29,2458.57,2458.57,533.282,1912.84,2127.6,2684.53,513.754,2127.49
0,16,66695,13740.1,2485.33,3910.15,2785.84,2785.84,854.15,1423.15,2920.19,3275.98,755.493,1432.73
0,15,68634,14965.6,1785.75,5792.46,3418.69,3418.69,1389.05,1022.56,2943.77,3118.69,1483.13,1001
0,14,69974.9,17125.7,1251.57,8278.85,4322.37,4322.37,2275.32,716.677,4671.64,4024.95,2286.64,682.077
0,13,70848.2,20834.3,862.635,11118.4,5271.68,5271.68,3650.15,493.963,5228.25,5295.85,4125.14,436.937
0,12,71375.9,26945.1,588.325,13446.1,5767.88,5767.88,5375.45,336.887,6743.83,5952.62,5797.31,339.79
0,11,71657.4,36071,398.818,13788.6,5268.44,5268.44,6560.55,228.371,5021.38,4901.11,5989.57,225.326
0,10,71768,47269.3,269.568,11300.2,3841.76,3841.76,6047.72,154.36,3696.65,4230.17,4876.24,135.952
0,9,71761.6,57575,182.071,7291.1,2267.51,2267.51,4153.57,104.258,2174.56,2308.99,4024.04,106.378
0,8,71675.8,64575.2,123.065,3891.5,1153.95,1153.95,2280.66,70.4697,1367.37,1157.04,2203.51,81.3329
0,7,71536.5,68306,83.3274,1852.25,542.757,542.757,1098.39,47.715,523.389,604.284,904.831,41.7166
0,6,71361.1,69972.9,56.5576,833.38,247.824,247.824,496.387,32.3861,271.627,234.814,551.4,35.4403
0,5,71161.4,70588.7,38.4984,366.308,113.096,113.096,218.456,22.045,113.904,129.867,265.051,21.3215
0,4,70945.3,70719.3,26.2891,159.823,52.5134,52.5134,95.3009,15.0537,55.9759,47.2887,103.33,16.3605
0,3,70718.1,70634.8,18.0127,69.719,25.1318,25.1318,41.5421,10.3145,21.9247,19.5466,47.348,11.5206
0,2,70483.3,70456.4,12.3856,30.5043,12.5298,12.5298,18.1577,7.09224,11.638,12.4539,19.8721,7.44403
0,1,70243.4,70237.1,8.54726,13.4051,6.56256,6.56256,7.97039,4.89434,4.42334,8.67717,10.4074,5.05806
0,0,70000,70000,5.92025,5.92025,0,0,0,0,0,0,0,0
100,52,32600.2,20668.2,6.87247,0.0109962,3.0847,3.0847,0.00320271,3.93956,2.45717,3.07691,0,3.4767
100,51,32342.8,20403.7,8.4605,0.0142293,3.80554,3.80554,0.00410324,4.84988,2.20402,7.32894,0.0247082,6.42816
100,50,32086.1,20139.2,10.4564,0.0185191,4.71328,4.71328,0.00528634,5.99402,4.24363,4.72871,0.0347505,4.62815
100,49,31830.4,19874.6,12.9739,0.0242409,5.86044,5.86044,0.0068486,7.43711,7.12198,4.24434,0,7.60969
100,48,31576,19610,16.1602,0.0319135,7.31523,7.31523,0.00892205,9.26362,7.84984,7.81413,0.0346547,8.30818
100,47,31323.2,19345.2,20.2071,0.0422565,9.16655,9.16655,0.0116881,11.5835,7.38971,7.84938,0,11.2152
100,46,31072.4,19080.5,25.3648,0.0562742,11.5306,11.5306,0.0153969,14.5401,10.8741,12.5919,0.0424556,16.6979
100,45,30824.2,18815.6,31.9604,0.0753739,14.5595,14.5595,0.0203956,18.3209,16.4747,11.871,0,14.2535
100,44,30579.4,18550.7,40.423,0.101538,18.4532,18.4532,0.0271674,23.172,24.4139,25.2075,0,17.4506
100,43,30338.8,18285.7,51.3161,0.137574,23.4746,23.4746,0.0363889,29.4164,24.5259,22.2775,0.191664,25.7138
100,42,30103.8,18020.7,65.3817,0.187474,29.9701,29.9701,0.0490111,37.4793,31.8908,31.0443,0.0827527,40.6739
100,41,29875.8,17755.6,83.5978,0.256948,38.397,38.397,0.0663779,47.9214,48.2868,42.8692,0.0614514,47.2962
100,40,29656.9,17490.4,107.255,0.3542,49.3589,49.3589,0.0903969,61.4823,44.7302,61.6052,0,69.6989
100,39,29449.9,17225.3,138.054,0.491078,63.6524,63.6524,0.123789,79.1379,72.3571,77.7444,0,62.1934
100,38,29258.3,16960.1,178.241,0.684782,82.3272,82.3272,0.170454,102.174,81.837,69.5114,0.151888,101.486
100,37,29086.7,16695,230.766,0.960403,106.763,106.763,0.236008,132.284,86.9527,99.0538,0.719538,130.049
100,36,28941.2,16429.8,299.495,1.35474,138.762,138.762,0.328576,171.682,129.411,147.157,0.625384,147.331
100,35,28830,16164.8,389.462,1.922,180.665,180.665,0.459973,223.254,202.811,186.269,0.209911,218.333
100,34,28763.6,15900,507.148,2.74253,235.466,235.466,0.647461,290.717,209.915,204.635,1.38726,297.002
100,33,28756.2,15635.3,660.783,3.93591,306.938,306.938,0.916383,378.786,265.233,309.866,1.29252,377.535
100,32,28826.3,15371.1,860.571,5.68108,399.696,399.696,1.30413,493.312,389.956,392.818,0.573917,485.041
100,31,28998.3,15107.5,1118.74,8.24718,519.153,519.153,1.86612,641.301,612.612,427.277,3.39692,627.018
100,30,29304.4,14844.8,1449.12,12.0409,671.232,671.232,2.68495,830.689,663.976,827.322,1.76466,875.206
100,29,29786.2,14583.5,1865.92,17.6802,861.625,861.625,3.88427,1069.62,815.682,746.383,4.46396,1167.1
100,28,30497.1,14324.1,2381.03,26.1076,1094.34,1094.34,5.65018,1364.9,1256.42,1212.64,7.24767,1391.77
100,27,31504,14067.8,2999.04,38.7684,1369.25,1369.25,8.26425,1719.17,1398.05,1486.47,6.41827,1220.76
100,26,32887.2,13816,3709.6,57.8877,1678.6,1678.6,12.1549,2126.48,1809.81,1824.78,15.5759,1953.14
100,25,34736.8,13570.9,4477.2,86.9039,2003.06,2003.06,17.9776,2566.5,2042.62,2119.97,15.8289,2645.82
100,24,37140.8,13335.9,5231.58,131.147,2309.36,2309.36,26.7423,2998.94,2352.15,2038.77,26.7652,3155.51
100,23,40161.5,13116.1,5865.45,198.896,2553.17,2553.17,40.0165,3362.3,3142.32,2451.47,42.4487,3783.67
100,22,43798.4,12919.5,6249.97,303.014,2690.98,2690.98,60.255,3582.72,2474.03,2938.25,61.3553,3616.48
100,21,47945.2,12758,6274.25,463.448,2700.63,2700.63,91.3456,3596.64,2491.14,2457.09,103.115,4186.27
