index,time,S:city1__all,S:city2__all,I:city1__all,I:city2__all,obs_mean:all__CDC__inc,obs_mean:all__google__inc,obs_mean:city2__CDC__inc,obs_mean:city1__CDC__prev,obs_real:all__CDC__inc,obs_real:all__google__inc,obs_real:city2__CDC__inc,obs_real:city1__CDC__prev
0,7,71536.5,68306,83.3274,1852.25,542.757,542.757,1098.39,47.715,701.836,582.304,1249.52,48.932
0,6,71361.1,69972.9,56.5576,833.38,247.824,247.824,496.387,32.3861,236.772,256.603,478.86,33.8832
0,5,71161.4,70588.7,38.4984,366.308,113.096,113.096,218.456,22.045,103.809,136.296,241.523,30.2151
0,4,70945.3,70719.3,26.2891,159.823,52.5134,52.5134,95.3009,15.0537,47.8707,51.6025,127.594,16.8713
0,3,70718.1,70634.8,18.0127,69.719,25.1318,25.1318,41.5421,10.3145,28.0963,20.692,42.4992,11.4873
0,2,70483.3,70456.4,12.3856,30.5043,12.5298,12.5298,18.1577,7.09224,16.8142,14.742,15.2372,1.79119
0,1,70243.4,70237.1,8.54726,13.4051,6.56256,6.56256,7.97039,4.89434,8.01052,8.33186,7.79231,3.14905
0,0,70000,70000,5.92025,5.92025,0,0,0,0,0,0,0,0
100,52,32487.4,20588,6.94478,0.0112939,3.10263,3.10263,0.00326865,3.97743,3.45474,3.98672,0.0043733,2.19259
100,51,32229.9,20323.5,8.55017,0.0146093,3.82794,3.82794,0.00418597,4.89688,1.47121,3.73093,0.000971969,6.36736
100,50,31973.3,20058.9,10.568,0.0190067,4.74134,4.74134,0.00539064,6.05252,4.6958,7.20766,0,5.47267
100,49,31717.6,19794.3,13.1131,0.0248699,5.89565,5.89565,0.00698069,7.51014,7.45574,5.2149,0,6.72019
100,48,31463.2,19529.7,16.3344,0.0327289,7.35954,7.35954,0.00909011,9.35508,9.15747,9.44991,0.0727337,7.22282
100,47,31210.4,19264.9,20.4258,0.0433194,9.22244,9.22244,0.0119028,11.6983,9.84695,8.43639,0.00702527,13.6057
100,46,30959.6,19000.1,25.6403,0.0576668,11.6013,11.6013,0.0156726,14.6848,7.52507,7.61453,0,13.7352
100,45,30711.5,18735.2,32.3084,0.077208,14.6491,14.6491,0.0207511,18.5038,11.6052,16.662,0,15.3993
100,44,30466.7,18470.3,40.8639,0.103966,18.567,18.567,0.0276277,23.4037,16.1935,17.8942,0,23.5231
100,43,30226.2,18205.3,51.8763,0.140805,23.6195,23.6195,0.0369873,29.7107,26.7683,19.8287,0,34.0389
100,42,29991.2,17940.2,66.0954,0.191795,30.155,30.155,0.0497924,37.8543,31.8054,39.1041,0,52.6379
100,41,29763.4,17675.1,84.5095,0.262757,38.6334,38.6334,0.0674019,48.4005,44.298,47.0405,0.0372308,42.8223
100,40,29544.7,17410,108.422,0.362047,49.6616,49.6616,0.0917442,62.0958,45.5681,33.8947,0.389223,58.8701
100,39,29337.9,17144.8,139.553,0.501733,64.0406,64.0406,0.125568,79.9251,74.4248,59.7215,0.144061,90.8969
100,38,29146.6,16879.6,180.169,0.699322,82.8256,82.8256,0.172812,103.187,84.7993,88.8375,0.745848,99.5131
100,37,28975.4,16614.4,233.25,0.980343,107.403,107.403,0.239141,133.587,112.6,83.0547,0.0262035,112.816
100,36,28830.5,16349.3,302.7,1.38221,139.585,139.585,0.332754,173.363,134.151,116.543,1.05336,168.874
100,35,28719.9,16084.3,393.599,1.96005,181.721,181.721,0.46556,225.423,175.318,195.097,1.04195,193.22
100,34,28654.4,15819.4,512.489,2.79547,236.82,236.82,0.65495,293.514,237.211,205.084,1.08287,294.096
100,33,28648.1,15554.8,667.67,4.00992,308.667,308.667,0.926441,382.39,311.967,277.041,1.70776,331.215
100,32,28719.6,15290.5,869.431,5.78502,401.893,401.893,1.31766,497.942,375.897,418.469,1.58806,533.169
100,31,28893.6,15026.9,1130.09,8.3938,521.926,521.926,1.88435,647.226,433.663,496.708,1.75001,620.504
100,30,29202.1,14764.2,1463.57,12.2487,674.694,674.694,2.70951,838.218,766.234,637.515,2.13508,932.006
100,29,29687.1,14502.9,1884.15,17.9758,865.884,865.884,3.91735,1079.1,779.342,786.49,3.8128,1155.36
100,28,30402.1,14243.6,2403.72,26.5301,1099.47,1099.47,5.69469,1376.66,1170.23,1070.65,7.32879,1411.86
100,27,31414.3,13987.4,3026.76,39.3746,1375.26,1375.26,8.324,1733.5,1327.93,1317.64,8.81463,1567.73
100,26,32804.5,13735.7,3742.63,58.7607,1685.38,1685.38,12.2348,2143.49,1579.74,1413.18,6.77406,1913.62
100,25,34662.9,13490.7,4515.24,88.1651,2010.29,2010.29,18.0839,2585.98,2070.95,1945.74,16.0228,2624.45
100,24,37078.1,13255.9,5273.46,132.975,2316.55,2316.55,26.8827,3020.23,2287.93,2832.75,23.1508,2895.42
100,23,40112.3,13036.4,5908.92,201.551,2559.65,2559.65,40.2,3384.17,2500.6,2641.4,38.8581,4062.06
100,22,43764.4,12840.1,6291.88,306.877,2696.08,2696.08,60.4918,3603.5,3059.33,2704.06,64.8942,3399.89
100,21,47927.1,12679.1,6311.21,469.071,2703.98,2703.98,91.6462,3614.57,2619.64,2751.59,81.0888,4201.35
100,20,52366.1,12572.6,5926.98,719.101,2603.12,2603.12,139.909,3394.52,3022.47,2321.11,143.779,3001.24
100,19,56751.7,12550.2,5202.04,1104.02,2460.09,2460.09,215.495,2979.32,2692.23,2105.44,182.939,3015.79
100,18,60747.5,12659.9,4281.78,1693.56,2373.23,2373.23,335.497,2452.27,2292.79,2555.72,376.948,2399.41
100,17,64109.8,12979.2,3331.53,2586.32,2447.86,2447.86,529.199,1908.04,2324.41,2702.24,479.263,1926.34
100,16,66739.7,13636.7,2476.45,3909.25,2774.84,2774.84,847.677,1418.32,2841.32,3165.7,878.404,1306.34
100,15,68667.2,14850.7,1778.22,5793.17,3407.99,3407.99,1379.06,1018.43,3608.36,3358.01,1278.66,980.575
100,14,69998.8,16992.8,1245.75,8285.41,4313.87,4313.87,2261.09,713.471,4387.58,4647.36,2492.3,808.426
100,13,70864.9,20675.8,858.385,11140,5269.85,5269.85,3634.08,491.617,4685.52,5394.82,3449.87,442.062
100,12,71387.3,26757.4,585.331,13496,5778.16,5778.16,5368.22,335.232,5455.93,6658.38,5978.52,332.616
100,11,71665.1,35869,396.755,13871.8,5290.1,5290.1,6577.69,227.231,5416.09,5897.4,5631.02,186.75
100,10,71773.2,47095.1,268.165,11393.5,3864.26,3864.26,6085.32,153.584,4297.6,3838.01,6619.04,143.301
100,9,71765,57464.5,181.123,7359.96,2281.87,2281.87,4187.58,103.733,2112.2,2054.29,4041.69,91.8442
100,8,71678.1,64522.8,122.428,3927.49,1160.36,1160.36,2299.65,70.117,1236.47,1109.85,2250.55,61.2379
100,7,71538,68286.1,82.8984,1867.19,544.929,544.929,1106.38,47.4778,479.19,623.884,1528.17,44.9293
100,6,71362.1,69966.6,56.2686,838.723,248.34,248.34,499.198,32.2263,196.968,214.099,539.979,26.3732
100,5,71162,70587.2,38.3032,367.984,113.1,113.1,219.295,21.9371,122.743,126.678,196.34,22.3499
100,4,70945.7,70719.2,26.1568,160.251,52.4078,52.4078,95.4869,14.9806,57.7219,56.161,130.63,20.7817
100,3,70718.3,70635,17.9227,69.773,25.0327,25.0327,41.5441,10.2647,23.8042,21.6602,48.2715,10.8607
100,2,70483.4,70456.6,12.324,30.4699,12.459,12.459,18.124,7.05825,13.4785,13.7144,22.1423,8.28499
100,1,70243.5,70237.2,8.505,13.3645,6.51644,6.51644,7.94044,4.871,4.49035,5.02983,6.52908,3.95593
100,0,70000,70000,5.89108,5.89108,0,0,0,0,0,0,0,0
200,52,32213.6,20612.9,6.71622,0.0129435,2.98111,2.98111,0.00371401,3.8431,5.58296,3.89492,0.00953102,3.07614
200,51,31955.9,20348.4,8.27209,0.0167244,3.67952,3.67952,0.00475094,4.73339,4.38159,3.34064,0.0501167,4.21979
200,50,31699,20083.9,10.2284,0.0217329,4.5594,4.5594,0.00611098,5.8528,6.25044,1.95011,0.010692,7.19707
200,49,31443,19819.3,12.6968,0.0284025,5.67179,5.67179,0.0079038,7.26524,8.00165,6.80838,0.016538,4.32815
200,48,31188.2,19554.6,15.8222,0.0373306,7.08306,7.08306,0.0102791,9.05365,7.66426,10.9802,0.00485078,12.6455
200,47,30935,19289.9,19.7934,0.0493451,8.87974,8.87974,0.0134419,11.326,3.81462,3.14286,0,10.8614
200,46,30683.7,19025.1,24.8565,0.0655988,11.175,11.175,0.0176749,14.2232,8.97899,9.21536,0,14.0224
200,45,30434.9,18760.2,31.3337,0.0877041,14.1169,14.1169,0.023369,17.9295,10.3928,16.6519,0.00857407,17.8839
200,44,30189.4,18495.3,39.6476,0.117928,17.9005,17.9005,0.0310677,22.6869,19.9136,17.9948,0.141093,23.8
200,43,29948,18230.3,50.3538,0.159473,22.782,22.782,0.0415299,28.8131,29.5404,20.2165,0.12305,23.1885
200,42,29711.9,17965.2,64.1839,0.216887,29.0995,29.0995,0.0558206,36.7268,19.6303,24.511,0,34.0441
200,41,29482.7,17700.1,82.1028,0.296656,37.2996,37.2996,0.0754407,46.9802,31.773,39.4103,0,45.5599
200,40,29262.3,17435,105.385,0.408082,47.972,47.972,0.102517,60.3023,47.5834,60.2262,0.129575,59.6668
200,39,29053.3,17169.9,135.711,0.56457,61.8959,61.8959,0.140074,77.6556,51.4714,73.4018,0.144891,76.2821
200,38,28859.2,16904.7,175.303,0.785531,80.0994,80.0994,0.192438,100.31,96.111,84.3426,0.3816,104.38
200,37,28684.5,16639.6,227.082,1.09922,103.935,103.935,0.265823,129.939,109.592,113.355,0,167.178
200,36,28535.2,16374.5,294.884,1.54696,135.175,135.175,0.3692,168.736,145.254,132.837,0.637057,149.287
200,35,28419,16109.5,383.709,2.18953,176.122,176.122,0.515577,219.563,186.904,179.051,0.390408,237.362
200,34,28346.3,15844.7,500.015,3.1167,229.736,229.736,0.72391,286.115,204.702,272.09,0.156995,277.936
200,33,28330.8,15580.2,652.025,4.46179,299.755,299.755,1.02196,373.096,301.512,286.793,0.832187,447.457
200,32,28390.6,15316.2,849.983,6.42378,390.783,390.783,1.45056,486.371,354.673,376.926,2.02838,465.763
200,31,28549.6,15052.8,1106.24,9.3011,508.262,508.262,2.07011,633.003,542.233,573.081,2.72245,755.512
200,30,28839,14790.5,1434.91,13.5436,658.225,658.225,2.97031,821.074,713.097,603.501,4.10566,837.494
200,29,29299.9,14529.6,1850.75,19.8323,846.618,846.618,4.28512,1059.02,957.737,868.38,1.04308,1133.36
200,28,29984.8,14271,2366.57,29.2039,1077.92,1077.92,6.21559,1354.18,1188.97,1174.83,5.64555,1302.59
200,27,30960,14015.7,2988.44,43.2422,1352.8,1352.8,9.06502,1710.02,1560.02,1427.2,13.23,1703.64
200,26,32306.1,13765.3,3708.07,64.3779,1664.58,1664.58,13.2936,2121.8,1804.38,1714.2,14.1231,2207.71
200,25,34114.5,13522.2,4492.44,96.3544,1995.26,1995.26,19.6034,2570.63,1928.38,1858.47,24.6119,2814.76
200,24,36477.2,13290.1,5273.3,144.953,2312.65,2312.65,29.0737,3017.44,2234.33,2409.25,28.3141,3308.63
200,23,39464,13074.4,5943.38,219.119,2572.55,2572.55,43.3748,3400.87,2181.06,2877.6,52.3109,3551.76
200,22,43085,12883.8,6369.93,332.689,2729.87,2729.87,65.1174,3644.95,2864.81,3058.99,66.9775,3887.39
200,21,47246.4,12731,6433.33,507.003,2759.3,2759.3,98.4293,3681.23,2742.44,2752.2,96.0554,3282.96
200,20,51723.6,12636.4,6081.85,774.743,2676.83,2676.83,149.934,3480.11,2812.75,2995.02,168.875,3179.55
200,19,56186.5,12631.9,5369.08,1185.22,2547.36,2547.36,230.458,3072.25,2074.07,2218.11,223.543,2570
200,18,60285.7,12768.1,4439.11,1810.81,2470.77,2470.77,358.105,2540.11,2461.14,2366.9,435.454,2524.78
200,17,63758.1,13127.4,3463.94,2752.43,2555.58,2555.58,563.846,1982.11,2270.4,2230.55,549.453,1737.06
200,16,66487.8,13846.4,2578.28,4136.77,2894.12,2894.12,901.459,1475.32,3034.63,3085.53,986.391,1528.93
200,15,68495.6,15155.7,1851.3,6086.51,3535.66,3535.66,1462.59,1059.34,4379.08,3368.91,1688.14,1259.97
200,14,69886.4,17446.1,1295.59,8623.01,4431.92,4431.92,2385.65,741.351,4631.77,4280.99,2387.82,628.818
200,13,70793.6,21350.4,891.123,11445.4,5335.66,5335.66,3793.58,509.911,5545.65,4987.84,4063.39,434.734
200,12,71343.1,27716.7,606.26,13624.8,5737.42,5737.42,5495.2,346.909,6001.16,5904.34,5800.9,319.056
200,11,71638.4,37058.8,409.864,13698.6,5137.33,5137.33,6546.34,234.529,4753.31,4638.74,7314.75,198.055
200,10,71757.3,48240.7,276.241,11000.2,3680.75,3680.75,5883.07,158.068,3600.01,3414.32,5873.59,165.511
200,9,71755.8,58266.4,186.026,6992.53,2149.83,2149.83,3967.91,106.446,2040.5,2223.47,4443.44,98.4926
200,8,71672.9,64947.5,125.359,3708.2,1091.24,1091.24,2161.6,71.7319,994.52,993.567,1924.53,69.8702
200,7,71535.2,68473.2,84.621,1765.45,514.725,514.725,1040.72,48.4211,555.875,563.56,1240.56,61.003
200,6,71360.6,70040.7,57.2586,797.443,236.357,236.357,472.067,32.7641,253.091,228.068,500.986,24.5171
200,5,71161.3,70614.7,38.8548,352.464,108.604,108.604,208.891,22.2332,121.345,105.296,230.362,23.5118
200,4,70945.4,70728.8,26.4499,154.739,50.7852,50.7852,91.6915,15.1349,54.8524,48.8478,109.859,16.3912
200,3,70718.2,70638.1,18.0663,67.9367,24.4661,24.4661,40.2256,10.3378,22.1091,26.351,44.0167,7.26937
200,2,70483.4,70457.5,12.3835,29.918,12.2654,12.2654,17.6964,7.08598,8.81499,12.6127,12.6833,7.43702
200,1,70243.5,70237.4,8.51895,13.2329,6.44864,6.44864,7.81825,4.87464,6.24021,4.48779,9.7721,5.43877
200,0,70000,70000,5.88203,5.88203,0,0,0,0,0,0,0,0
300,52,32419,20539.8,6.76134,0.0110304,3.01864,3.01864,0.0031887,3.87094,2.73639,2.32241,0.0211214,2.3948
300,51,32161.5,20275.3,8.32601,0.0142695,3.72507,3.72507,0.00408377,4.76674,3.66577,1.70982,0.000857927,4.54063
300,50,31904.6,20010.7,10.2931,0.018566,4.61491,4.61491,0.0052593,5.8929,3.6705,3.4098,0.0158395,6.34826
300,49,31648.8,19746.1,12.7747,0.0242954,5.73971,5.73971,0.00681102,7.31366,7.11127,6.57707,0.0359911,7.33561
300,48,31394.2,19481.4,15.9165,0.0319761,7.16649,7.16649,0.00886978,9.11236,5.27481,7.61321,0.0668081,6.30873
300,47,31141.1,19216.7,19.9078,0.0423275,8.98265,8.98265,0.0116152,11.3975,11.2191,10.7357,0.0309093,4.82778
300,46,30890,18951.8,24.996,0.0563529,11.3024,11.3024,0.0152952,14.3105,14.5972,13.1816,0,17.6456
300,45,30641.5,18686.9,31.5044,0.0754583,14.2753,14.2753,0.0202533,18.0366,14.4825,14.6349,0.111574,25.8085
300,44,30396.3,18422,39.8573,0.101624,18.0981,18.0981,0.0269677,22.8187,17.2304,14.0422,0,22.8656
300,43,30155.2,18157,50.6121,0.137652,23.0293,23.0293,0.0361076,28.976,26.2914,25.3596,0.0438819,21.5861
300,42,29919.6,17891.9,64.5031,0.18753,29.4101,29.4101,0.0486138,36.9288,25.8229,31.8742,0.180397,36.7415
300,41,29690.8,17626.8,82.4984,0.256954,37.6908,37.6908,0.0658147,47.2313,36.9805,41.5083,0.397188,40.79
300,40,29471.1,17361.6,105.876,0.354113,48.466,48.466,0.0895957,60.6151,33.5063,55.2213,0.561015,56.6819
300,39,29262.9,17096.4,136.322,0.490827,62.521,62.521,0.122645,78.046,53.1031,76.9028,0.033529,75.1937
300,38,29069.9,16831.2,176.062,0.68425,80.8914,80.8914,0.168813,100.798,67.3706,72.7867,0,120.501
300,37,28896.4,16566,228.025,0.959406,104.939,104.939,0.233645,130.547,117.963,115.01,0.407424,111.811
300,36,28748.7,16300.9,296.051,1.35298,136.447,136.447,0.325159,169.493,131.285,133.761,0.220008,157.796
300,35,28634.5,16035.8,385.144,1.91901,177.728,177.728,0.455012,220.499,177.077,149.806,0.786648,180.711
300,34,28564.5,15770.9,501.759,2.73756,231.755,231.755,0.640225,287.263,169.788,228.154,0,248.802
300,33,28552.3,15506.2,654.107,3.92777,302.272,302.272,0.905781,374.484,278.635,356.485,0.699612,370.961
300,32,28616.4,15242,852.398,5.6679,393.881,393.881,1.28852,488.008,373.936,397.831,0.471434,492.398
300,31,28780.8,14978.3,1108.9,8.22598,512,512,1.84305,634.861,574.479,533.439,1.12301,638.513
300,30,29077.2,14715.5,1437.61,12.007,662.602,662.602,2.65068,823.046,669.57,650.766,1.85566,727.185
300,29,29546.9,14454.1,1853,17.626,851.503,851.503,3.83311,1060.86,989.787,824.131,2.89684,1151.2
300,28,30242.7,14194.7,2367.47,26.0214,1082.95,1082.95,5.57346,1355.4,1193.84,1178.95,5.13511,1231.73
300,27,31231.2,13938.2,2986.46,38.6313,1357.24,1357.24,8.14864,1709.79,985.173,1461.73,8.13753,1517.33
300,26,32592.9,13686.2,3700.8,57.6696,1667.16,1667.16,11.9798,2118.75,1739.4,1598.47,13.8148,2044.48
300,25,34418.5,13440.7,4476.45,86.5568,1994.06,1994.06,17.7112,2562.82,1855.4,2001.91,19.6886,2621.8
300,24,36798.2,13205.3,5244.37,130.595,2305.16,2305.16,26.335,3002.46,2096.62,2429.09,23.0508,3772.69
300,23,39798.4,12984.8,5897.44,198.018,2556.01,2556.01,39.3904,3376.36,2383.85,2734.02,33.0288,3577.8
300,22,43424.4,12787.1,6304.82,301.623,2701.96,2701.96,59.2876,3609.58,2423.73,2202.23,41.9319,4173.51
300,21,47576.9,12624.1,6350.92,461.248,2718.67,2718.67,89.8426,3635.98,2314.94,2479.5,86.7,4148.78
300,20,52027.8,12514.4,5989,707.472,2623.04,2623.04,137.186,3428.78,3098.38,2403.92,145.365,3653.57
300,19,56448.1,12487.4,5275.98,1086.82,2479.75,2479.75,211.345,3020.56,2722.03,1713.83,197,2992.34
300,18,60495,12589.9,4355.54,1668.38,2387.11,2387.11,329.101,2493.6,1932.45,2211.73,344.426,2371.25
300,17,63914.3,12898.2,3395.93,2550.18,2451.9,2451.9,519.219,1944.21,2289.57,2561.22,489.804,2043.83
300,16,66597.3,13538.7,2527.26,3859.23,2767.2,2767.2,831.944,1446.89,2457.23,2827.72,966.187,1592.3
300,15,68568.6,14725.6,1815.4,5728.39,3389.7,3389.7,1354.3,1039.34,3314.55,3676.49,1330.95,935.825
300,14,69933,16825.4,1271.51,8211.8,4290.84,4290.84,2223.64,727.957,3900.63,4488.16,2457.23,665.488
300,13,70822.2,20444.4,875.549,11078.3,5255.44,5255.44,3585.02,501.262,4874.42,6867.75,3775.71,519.074
300,12,71360.2,26442.6,596.454,13486.3,5790.42,5790.42,5326.82,341.477,6466.24,5490.92,5223.3,272.339
300,11,71648.3,35485.1,403.82,13950,5334.41,5334.41,6583.15,231.191,5465.93,6016.82,6675.95,267.357
300,10,71762.8,46724.9,272.584,11534.9,3919.05,3919.05,6145.53,156.058,4465.42,3821.77,5037.06,138.392
300,9,71758.8,57203.3,183.854,7488.05,2322.1,2322.1,4256,105.259,1881.15,2514.45,4656.9,103.839
300,8,71674.4,64383.8,124.095,4003.64,1181.62,1181.62,2343.33,71.0461,1052.05,1332.46,2384.04,45.4251
300,7,71535.8,68224.8,83.9051,1902.57,554.254,554.254,1127.2,48.0366,497.888,501.21,1348.17,53.5772
300,6,71360.8,69942.3,56.8678,853.137,252.048,252.048,507.761,32.5575,276.469,220.072,535.376,37.2835
300,5,71161.3,70578.2,38.6537,373.446,114.497,114.497,222.551,22.1297,132.073,117.18,234.157,25.6725
300,4,70945.3,70716,26.3569,162.219,52.9135,52.9135,96.6612,15.0896,51.8631,55.6609,93.3902,11.1616
300,3,70718.1,70634,18.033,70.4455,25.2072,25.2072,41.9456,10.3241,26.5169,19.6385,35.0795,9.76598
300,2,70483.4,70456.3,12.3815,30.6826,12.5141,12.5141,18.2511,7.08853,14.4221,14.4771,14.5585,5.95085
300,1,70243.4,70237.1,8.53196,13.4223,6.53003,6.53003,7.97506,4.88465,8.15231,4.6015,9.12987,3.24396
300,0,70000,70000,5.90102,5.90102,0,0,0,0,0,0,0,0
400,52,32393.8,20640.8,5.56282,0.00909131,2.51956,2.51956,0.00267414,3.18237,4.04249,1.1536,0.00228776,4.35134
400,51,32135.6,20376.3,6.86426,0.0117893,3.11574,3.11574,0.00343338,3.92689,2.72274,2.64063,0.0228901,3.83279
400,50,31878,20111.8,8.50411,0.0153771,3.86843,3.86843,0.00443312,4.86502,4.34938,4.61644,0.0650265,6.29904
400,49,31621.3,19847.2,10.5778,0.0201737,4.82216,4.82216,0.00575632,6.05134,5.34163,4.3666,0.0275706,6.47736
400,48,31365.5,19582.5,13.2096,0.0266209,6.03496,6.03496,0.00751671,7.5569,5.36399,7.26681,0,4.23213
400,47,31111.2,19317.8,16.5614,0.0353333,7.58272,7.58272,0.00987086,9.47444,2.84863,2.24375,0,9.28194
400,46,30858.5,19053,20.8457,0.0471707,9.56495,9.56495,0.0130355,11.9253,8.95957,9.51918,0.107435,10.236
400,45,30608,18788.1,26.3407,0.0633413,12.1125,12.1125,0.0173117,15.0689,9.5849,13.8815,0.0531635,18.1034
400,44,30360.2,18523.2,33.4131,0.0855519,15.3977,15.3977,0.0231202,19.1149,18.7414,14.3937,0.0404288,22.1696
400,43,30116.1,18258.2,42.5465,0.116225,19.6486,19.6486,0.0310515,24.3399,15.5942,19.2641,0.140847,19.7772
400,42,29876.6,17993.1,54.3799,0.158818,25.1666,25.1666,0.0419382,31.1095,30.731,26.0313,0,26.9878
400,41,29643.1,17728,69.76,0.218288,32.3518,32.3518,0.0569601,39.9082,30.321,33.4688,0.285135,27.1753
400,40,29417.4,17462.9,89.8094,0.301778,41.735,41.735,0.077797,51.378,45.5719,41.4066,0.223707,50.5123
