index,time,S:city1__all,S:city2__all,I:city1__all,I:city2__all,obs_mean:all__CDC__inc,obs_mean:all__google__inc,obs_mean:city2__CDC__inc,obs_mean:city1__CDC__prev,obs_real:all__CDC__inc,obs_real:all__google__inc,obs_real:city2__CDC__inc,obs_real:city1__CDC__prev
0,35,32903.8,23791.9,429.835,1.57956,184.19,184.19,0.338901,257.901,176.152,162.216,0.122835,291.21
0,36,32999.6,24052.6,341.853,0.846875,146.223,146.223,0.183382,205.112,166.518,179.571,0.317148,203.168
0,37,33131.3,24313.1,266.491,0.426497,113.792,113.792,0.0931966,159.895,121.789,107.612,0.412929,156.216
0,38,33256.7,24580.9,195.499,0.205472,83.3663,83.3663,0.0453151,117.3,84.0042,80.5269,0.173842,138.576
0,39,33441,24844.1,158.564,0.0963108,67.5047,67.5047,0.0214314,95.1383,69.2312,80.1078,0.0107193,103.85
0,40,33628.9,25108.7,121.776,0.0449164,51.7676,51.7676,0.0100841,73.0654,35.2207,55.4906,0.0531538,56.6106
0,41,33767.1,25380.2,77.0196,0.0199579,32.7094,32.7094,0.00452124,46.2118,39.7862,31.8036,0.0503034,49.1014
0,42,34024.3,25640.6,65.4986,0.00959501,27.7665,27.7665,0.00219225,39.2992,28.6903,27.0212,0.0112574,38.027
0,43,34248.9,25904.7,49.4934,0.00439108,20.9496,20.9496,0.00101187,29.696,18.9513,20.4952,0,31.6139
0,44,34486.4,26168.1,39.9457,0.00195819,16.8813,16.8813,0.000455053,23.9674,12.8286,13.7054,0,26.5268
0,45,34717.5,26432.1,32.6498,0.000805085,13.7768,13.7768,0.000188654,19.5899,12.1067,15.4619,0.00380384,22.0241
0,46,34962.2,26695.2,26.4085,0.000350935,11.1252,11.1252,8.29112e-05,15.8451,9.12605,8.71569,0.002996,12.7977
0,47,35178.7,26960.9,16.668,0.000134464,7.01188,7.01188,3.20292e-05,10.0008,4.80262,4.84656,0,13.7368
0,48,35441.4,27222.7,17.4329,5.26549e-05,7.32097,7.32097,1.26427e-05,10.4597,5.7925,9.26485,0,12.0071
0,49,35689.8,27485.7,14.1273,2.10106e-05,5.92312,5.92312,5.08483e-06,8.47635,5.47172,5.86074,0,12.01
0,50,35945.2,27748.1,13.1542,7.99433e-06,5.5059,5.5059,1.94989e-06,7.8925,5.06401,1.89489,0.000922706,7.65818
0,51,36174,28012.8,8.49429,2.23526e-06,3.55012,3.55012,5.49457e-07,5.09657,2.82743,1.26503,0.000636041,3.71099
0,52,36415.1,28276.5,5.05784,6.22354e-07,2.11055,2.11055,1.5416e-07,3.03471,1.85681,1.63063,0,3.333
