index,S:all,A:all,I:all,betaA:all,betaI:all,kA:all,kI:all,sto:all,d:all,rep:all,phi:all,log_like
0,0.97,6.24465e-06,3.09072e-06,3,1,4,90,0.1,1.07154,1,0.1,-8169.379372
