time,low95:S:France__all,S:France__all,high95:S:France__all,low95:A:France__all,A:France__all,high95:A:France__all,low95:I:France__all,I:France__all,high95:I:France__all,low95:France__Sentinelles__inc,France__Sentinelles__inc,high95:France__Sentinelles__inc
670,5.68849e+07,5.69483e+07,5.70116e+07,44655.5,49384.8,54114.1,12562.2,13372.6,14183,12358.2,13462.4,14566.6
671,5.68778e+07,5.69411e+07,5.70045e+07,43508.2,48133.9,52759.7,12238.1,13045.3,13852.4,12035.2,13120.9,14206.7
672,5.68694e+07,5.69328e+07,5.69961e+07,42982.9,47508.1,52033.3,12017.3,12817.6,13617.9,11877.2,12941.6,14006
673,5.68597e+07,5.69231e+07,5.69865e+07,42980.9,47422.7,51864.5,11905.9,12697.7,13489.6,11859.3,12904.7,13950
674,5.6852e+07,5.69155e+07,5.69789e+07,42164.6,46547.7,50930.7,11690.2,12473.8,13257.4,11637.9,12668.6,13699.3
675,5.68333e+07,5.68968e+07,5.69602e+07,45547.2,49864.4,54181.7,12179.4,12953.8,13728.1,12497.1,13513.3,14529.6
676,5.68246e+07,5.68881e+07,5.69516e+07,44613.5,48977.3,53341.2,12070,12842.3,13614.6,12273.5,13291.9,14310.3
677,5.68131e+07,5.68767e+07,5.69402e+07,44916.2,49281.2,53646.1,12124.4,12894.1,13663.7,12349.2,13369.8,14390.4
678,5.68085e+07,5.68721e+07,5.69356e+07,42597.2,46969.8,51342.5,11754.8,12523.1,13291.4,11755.6,12777.1,13798.7
679,5.68027e+07,5.68663e+07,5.69298e+07,41137.4,45450.7,49764.1,11450.1,12213.2,12976.3,11363.4,12376.1,13388.8
680,5.67976e+07,5.68612e+07,5.69248e+07,39628.3,43861.6,48094.8,11107.9,11863.1,12618.4,10957,11953.7,12950.3
681,5.67912e+07,5.68548e+07,5.69184e+07,38802,42938.5,47075,10858.3,11603,12347.7,10723.9,11700.3,12676.7
682,5.67774e+07,5.6841e+07,5.69046e+07,40763.9,44810.9,48857.9,11088.2,11821.4,12554.5,11215.6,12171.7,13127.8
683,5.67653e+07,5.6829e+07,5.68926e+07,41690.3,45730.2,49770.1,11231.3,11957.9,12684.5,11458,12406.9,13355.8
684,5.67565e+07,5.68201e+07,5.68838e+07,41307.6,45363.8,49419.9,11186.1,11909.1,12632,11364.3,12314.1,13263.9
685,5.67499e+07,5.68136e+07,5.68774e+07,40147.9,44201.3,48254.7,10995.2,11714.8,12434.4,11064.2,12013.9,12963.5
686,5.67451e+07,5.68089e+07,5.68726e+07,38548.5,42566.9,46585.3,10694.8,11409.8,12124.7,10643.3,11587,12530.7
687,5.67385e+07,5.68022e+07,5.6866e+07,37878.8,41828.8,45778.8,10509.1,11216.8,11924.4,10456.1,11386.8,12317.5
688,5.67269e+07,5.67906e+07,5.68544e+07,39083.6,42968.7,46853.7,10639.4,11338.9,12038.4,10757.1,11673.2,12589.4
689,5.67193e+07,5.67831e+07,5.68468e+07,38582.8,42456.5,46330.1,10540.8,11235.3,11929.8,10627.6,11537.6,12447.6
690,5.67148e+07,5.67786e+07,5.68423e+07,37048.7,40897.9,44747.1,10258.6,10947.9,11637.2,10225.8,11130.6,12035.4
691,5.67113e+07,5.67751e+07,5.68389e+07,35366,39154.3,42942.7,9911.22,10593,11274.8,9777.47,10670.8,11564.1
692,5.6709e+07,5.67727e+07,5.68365e+07,33551.4,37250.6,40949.8,9506.69,10178.2,10849.7,9289.6,10164.8,11039.9
693,5.66941e+07,5.67578e+07,5.68216e+07,36470,40056.5,43643,9882.49,10540.6,11198.7,10030.7,10882.1,11733.6
694,5.66859e+07,5.67497e+07,5.68135e+07,36440.4,40033.1,43625.8,9877.44,10529.5,11181.6,10025.8,10871.1,11716.4
695,5.66662e+07,5.673e+07,5.67938e+07,40574.1,44165,47756,10573,11220.2,11867.4,11101.4,11945.6,12789.9
696,5.66563e+07,5.67202e+07,5.6784e+07,40482.5,44181.3,47880.1,10682.5,11333,11983.5,11099.8,11959.2,12818.6
697,5.6648e+07,5.67119e+07,5.67758e+07,39906,43671.9,47437.8,10674.2,11329.1,11984,10962.7,11838.4,12714.2
698,5.66374e+07,5.67013e+07,5.67653e+07,40306.8,44103.4,47900.1,10781.4,11440.3,12099.2,11071.3,11956.2,12841.1
699,5.66322e+07,5.66961e+07,5.67601e+07,38655.3,42485.3,46315.2,10557.6,11221.1,11884.7,10651.5,11543.9,12436.3
700,5.66213e+07,5.66853e+07,5.67493e+07,39416.1,43226,47035.8,10659.5,11324.6,11989.7,10842.3,11734.3,12626.2
701,5.66112e+07,5.66752e+07,5.67392e+07,39783,43601.7,47420.5,10728.1,11395.5,12062.9,10939.8,11832.5,12725.1
702,5.65998e+07,5.66639e+07,5.67279e+07,40541.2,44376.1,48211.1,10869.9,11539.8,12209.7,11139.3,12035.2,12931
703,5.65917e+07,5.66557e+07,5.67198e+07,39963.3,43829.6,47696,10812.6,11486.1,12159.5,10996.7,11898.5,12800.4
704,5.6585e+07,5.66491e+07,5.67132e+07,38935.3,42807.6,46679.9,10653.4,11329.1,12004.9,10731.2,11636.2,12541.1
705,5.65771e+07,5.66412e+07,5.67053e+07,38566.7,42416.3,46265.9,10566.5,11242.3,11918.2,10630.3,11532.5,12434.7
706,5.65724e+07,5.66365e+07,5.67006e+07,37052.3,40877.5,44702.7,10286.7,10961.5,11636.4,10233.4,11130.8,12028.2
707,5.65712e+07,5.66354e+07,5.66995e+07,34431.3,38198.5,41965.8,9782.5,10453.2,11123.9,9541.62,10428.6,11315.6
708,5.65716e+07,5.66357e+07,5.66999e+07,31687.6,35342.3,38996.9,9189.87,9850.8,10511.7,8806.02,9671.63,10537.2
709,5.65556e+07,5.66197e+07,5.66838e+07,35382.2,38881.8,42381.5,9647.11,10292.2,10937.4,9742.56,10576.3,11410.1
710,5.65251e+07,5.65892e+07,5.66533e+07,43615.2,47117,50618.9,11040.8,11679.4,12317.9,11890.9,12716,13541.1
711,5.65102e+07,5.65744e+07,5.66386e+07,44871.2,48589.1,52307,11479.2,12125.7,12772.2,12255.7,13110.7,13965.7
712,5.64921e+07,5.65563e+07,5.66206e+07,47354.6,51243.9,55133.2,12073,12731.1,13389.3,12925.4,13818.6,14711.9
713,5.64881e+07,5.65524e+07,5.66167e+07,43981,48049.9,52118.8,11775.3,12449.8,13124.3,12098,13029.2,13960.4
714,5.64826e+07,5.65469e+07,5.66112e+07,41895.2,46005.1,50115,11499.9,12186.8,12873.6,11559.7,12510.8,13462
715,5.64745e+07,5.65388e+07,5.66032e+07,41228.6,45318.7,49408.8,11359.7,12054.3,12749,11377.7,12330.6,13283.6
716,5.64734e+07,5.65378e+07,5.66022e+07,37897.4,41961,46024.6,10777.6,11476.9,12176.3,10511.1,11460.5,12409.9
717,5.64493e+07,5.65137e+07,5.65781e+07,44145.4,48102.4,52059.4,11660.8,12356.9,13053,12098.5,13030.7,13962.8
718,5.64471e+07,5.65116e+07,5.6576e+07,40703.4,44758.6,48813.8,11195.3,11898,12600.7,11237.4,12178.5,13119.5
719,5.64452e+07,5.65097e+07,5.65742e+07,37826.3,41852.4,45878.6,10686,11389.3,12092.6,10480.3,11423.1,12365.9
720,5.64303e+07,5.64948e+07,5.65593e+07,40436.9,44365.7,48294.6,10997.9,11695.7,12393.4,11132.6,12059,12985.3
721,5.64216e+07,5.64861e+07,5.65506e+07,40144.9,44081.2,48017.6,10945.2,11642.1,12339,11061.5,11983.5,12905.6
722,5.64264e+07,5.64909e+07,5.65554e+07,34813.4,38744,42674.6,10050.8,10746.3,11441.8,9679.83,10601.1,11522.4
723,5.6427e+07,5.64915e+07,5.6556e+07,31995.4,35771.6,39547.8,9401.76,10085,10768.2,8912.73,9808.82,10704.9
724,5.64266e+07,5.64911e+07,5.65556e+07,30012.6,33605,37197.5,8848.43,9513.08,10177.7,8361.73,9219.15,10076.6
725,5.64098e+07,5.64743e+07,5.65388e+07,34152.8,37563.2,40973.7,9365.7,10008.1,10650.6,9414.75,10231.6,11048.4
726,5.6398e+07,5.64625e+07,5.6527e+07,35709.6,39118,42526.4,9609.82,10242.1,10874.4,9819.99,10625.8,11431.5
727,5.63908e+07,5.64553e+07,5.65198e+07,35384.9,38826.6,42268.3,9580.83,10207.8,10834.8,9739.81,10548.8,11357.7
728,5.63887e+07,5.64533e+07,5.65178e+07,33235.6,36684.8,40134.1,9227.92,9850.68,10473.4,9180.37,9991.33,10802.3
729,5.6391e+07,5.64556e+07,5.65201e+07,29853.3,33245.8,36638.3,8598.42,9213.96,9829.49,8287.98,9089.87,9891.77
730,5.63915e+07,5.6456e+07,5.65205e+07,27716.9,30974.5,34232.2,8086.78,8688.48,9290.18,7707.38,8483.72,9260.06
