time,low95:S:France__all,S:France__all,high95:S:France__all,low95:A:France__all,A:France__all,high95:A:France__all,low95:I:France__all,I:France__all,high95:I:France__all,low95:France__Sentinelles__inc,France__Sentinelles__inc,high95:France__Sentinelles__inc
1,6.40192e+07,6.40196e+07,6.402e+07,-4.32506,45.8246,95.9743,-255.338,-241.054,-226.769,1734.32,1751.38,1768.44
2,6.3985e+07,6.39855e+07,6.3986e+07,24287.8,24312.7,24337.5,4336.91,4347.62,4358.32,8087.53,8089.3,8091.08
3,6.39791e+07,6.39804e+07,6.39818e+07,22391,23430.5,24470.1,4639.06,4730.57,4822.08,5887.67,6075.53,6263.39
4,6.39725e+07,6.39744e+07,6.39763e+07,22146.8,23529,24911.3,4895.99,5032.03,5168.07,5885.58,6168.64,6451.7
5,6.39661e+07,6.39685e+07,6.39708e+07,21933.1,23544.7,25156.4,5091.67,5270.3,5448.93,5843.86,6188,6532.15
6,6.39596e+07,6.39624e+07,6.39652e+07,21905.4,23685.7,25466,5245.78,5463.94,5682.1,5854.25,6243.46,6632.68
7,6.39526e+07,6.39559e+07,6.39591e+07,22207.7,24119.3,26031,5396.81,5650.23,5903.66,5946.26,6370.59,6794.92
8,6.39467e+07,6.39504e+07,6.3954e+07,21932.8,23955.7,25978.7,5459.21,5743.53,6027.85,5882.32,6335.76,6789.19
9,6.39399e+07,6.39439e+07,6.39479e+07,22274.5,24377.8,26481.2,5563.3,5873.51,6183.72,5980.67,6456.58,6932.5
10,6.3934e+07,6.39383e+07,6.39427e+07,22109.2,24285.6,26462.1,5593.69,5925.96,6258.23,5941.74,6436.67,6931.61
11,6.39252e+07,6.39299e+07,6.39345e+07,23436.3,25664.7,27893.1,5814.26,6164.5,6514.75,6292.56,6802.22,7311.88
12,6.39199e+07,6.39249e+07,6.39299e+07,22878.4,25185.5,27492.5,5798.52,6165.75,6532.98,6148.71,6675.71,7202.71
13,6.39165e+07,6.39218e+07,6.39271e+07,21618.5,23966.9,26315.2,5639.6,6020.18,6400.77,5826.7,6366.24,6905.78
14,6.39124e+07,6.3918e+07,6.39235e+07,20960.1,23302.7,25645.3,5517.15,5906.08,6295,5657.36,6199.62,6741.89
15,6.39081e+07,6.39139e+07,6.39196e+07,20573.5,22895.4,25217.4,5418.64,5812.22,6205.81,5554.09,6093.86,6633.63
16,6.39014e+07,6.39073e+07,6.39132e+07,21298.9,23596.8,25894.6,5493.12,5888.78,6284.44,5740.1,6275.66,6811.23
17,6.38941e+07,6.39001e+07,6.39062e+07,22123,24428.5,26733.9,5617.11,6015.46,6413.82,5952.04,6488.23,7024.42
18,6.38847e+07,6.3891e+07,6.38972e+07,23624.9,25960.4,28295.9,5875.06,6277.24,6679.41,6344.14,6885.89,7427.64
19,6.38803e+07,6.38868e+07,6.38933e+07,22869.7,25270.7,27671.6,5815.2,6223.82,6632.44,6148.65,6702.67,7256.69
20,6.38748e+07,6.38816e+07,6.38883e+07,22692,25113.3,27534.5,5806.09,6219.17,6632.24,6107.37,6668.45,7229.52
21,6.38663e+07,6.38732e+07,6.38801e+07,23829.1,26260.1,28691.1,5992.94,6409.47,6826,6405.33,6969.57,7533.8
22,6.38635e+07,6.38706e+07,6.38777e+07,22462.2,24936.2,27410.2,5817.13,6238.95,6660.77,6050.73,6622.86,7194.98
23,6.38562e+07,6.38635e+07,6.38707e+07,23188.4,25649,28109.5,5918.5,6342.04,6765.58,6242.31,6814.79,7387.26
24,6.38479e+07,6.38553e+07,6.38627e+07,24158.4,26634.7,29111.1,6084.51,6510.85,6937.19,6494.48,7069.31,7644.14
25,6.38432e+07,6.38508e+07,6.38584e+07,23555.3,26072.4,28589.5,6026.41,6457.2,6887.99,6339.53,6921.98,7504.44
26,6.38369e+07,6.38446e+07,6.38524e+07,23739.5,26265.1,28790.7,6063.87,6497.41,6930.95,6390.16,6976.36,7562.56
27,6.38255e+07,6.38335e+07,6.38414e+07,25824.5,28362.8,30901.1,6406.08,6842.32,7278.56,6933.51,7522.56,8111.62
28,6.3824e+07,6.38321e+07,6.38403e+07,23779.7,26391.2,29002.6,6155.02,6597.9,7040.78,6406.59,7008.2,7609.81
29,6.38212e+07,6.38295e+07,6.38377e+07,22631.2,25228.2,27825.2,5961.63,6406.46,6851.28,6111.44,6714.88,7318.33
30,6.38165e+07,6.38249e+07,6.38333e+07,22411.5,24964.8,27518.2,5882.18,6325.62,6769.06,6051.13,6647.11,7243.08
31,6.38113e+07,6.38198e+07,6.38283e+07,22401.9,24920.9,27439.9,5842.2,6283.35,6724.5,6044.23,6632.64,7221.04
32,6.38147e+07,6.38232e+07,6.38318e+07,19202.2,21698.1,24194,5294.18,5732.94,6171.71,5206.6,5789.51,6372.41
33,6.38143e+07,6.38228e+07,6.38314e+07,17974.9,20346.9,22718.8,4977.55,5405.06,5832.57,4880.3,5440.35,6000.4
34,6.38093e+07,6.38178e+07,6.38263e+07,18548.2,20798.3,23048.3,4959.01,5372.5,5786,5019.68,5552.74,6085.79
35,6.38027e+07,6.38112e+07,6.38197e+07,19519.6,21710.4,23901.1,5059.3,5462.5,5865.69,5264.95,5782.16,6299.37
36,6.37955e+07,6.3804e+07,6.38126e+07,20510.8,22692,24873.1,5208.27,5605.49,6002.72,5519.8,6032.02,6544.25
37,6.37902e+07,6.37988e+07,6.38075e+07,20636.1,22838.9,25041.7,5244.66,5639.61,6034.56,5550.09,6064.75,6579.41
38,6.37868e+07,6.37956e+07,6.38043e+07,20065.6,22283.5,24501.4,5166.52,5560.35,5954.18,5401.29,5918.98,6436.67
39,6.37848e+07,6.37936e+07,6.38025e+07,19106.5,21314.8,23523,5004.57,5396.48,5788.39,5151.1,5667.65,6184.21
40,6.37799e+07,6.37888e+07,6.37977e+07,19341.6,21512.4,23683.1,5011.39,5399.34,5787.29,5213.6,5723.18,6232.77
41,6.37768e+07,6.37857e+07,6.37946e+07,18901.8,21055.9,23210.1,4923.43,5308.5,5693.56,5094.59,5599.54,6104.5
42,6.37718e+07,6.37807e+07,6.37897e+07,19180,21308,23436,4945.86,5327.33,5708.8,5167.31,5666.8,6166.29
43,6.37698e+07,6.37788e+07,6.37879e+07,18312.2,20431.5,22550.7,4794.73,5173.8,5552.86,4935.79,5432.4,5929.02
44,6.37687e+07,6.37777e+07,6.37868e+07,17284.3,19368.4,21452.4,4594.54,4969.37,5344.2,4665.36,5155.26,5645.15
45,6.37647e+07,6.37737e+07,6.37828e+07,17435.3,19461.8,21488.3,4568.75,4937.03,5305.31,4704.71,5182.79,5660.87
46,6.37595e+07,6.37686e+07,6.37777e+07,17922.2,19916,21909.9,4618.71,4981.68,5344.64,4828.89,5298.62,5768.35
47,6.37525e+07,6.37617e+07,6.37708e+07,18965.8,20952.8,22939.8,4784.35,5144.08,5503.82,5101.79,5568.55,6035.31
48,6.3741e+07,6.37502e+07,6.37595e+07,21424.4,23438.5,25452.6,5212.33,5572.03,5931.72,5750.23,6220.85,6691.48
49,6.37334e+07,6.37428e+07,6.37522e+07,22130.4,24236.5,26342.6,5412.96,5778.25,6143.54,5931.75,6418.26,6904.78
50,6.37308e+07,6.37403e+07,6.37498e+07,20954.4,23141.5,25328.6,5312.8,5685.33,6057.87,5628.05,6132.27,6636.49
51,6.37281e+07,6.37377e+07,6.37473e+07,20025.9,22232.8,24439.6,5190.91,5568.25,5945.6,5393.67,5905.76,6417.86
52,6.37277e+07,6.37374e+07,6.37471e+07,18422.6,20616.8,22810.9,4924.55,5304.07,5683.58,4975.82,5487.39,5998.97
53,6.37298e+07,6.37395e+07,6.37492e+07,16215.2,18351.7,20488.1,4509.91,4886.91,5263.91,4395.96,4897.49,5399.01
54,6.37129e+07,6.37226e+07,6.37323e+07,21230.7,23255.8,25281,5233.73,5601.44,5969.16,5716.86,6196.27,6675.68
55,6.37039e+07,6.37137e+07,6.37235e+07,22530.5,24647.4,26764.2,5511.84,5883.62,6255.4,6043.16,6533.17,7023.18
56,6.3695e+07,6.3705e+07,6.37149e+07,23625.3,25837.2,28049,5769.25,6147.9,6526.55,6333.91,6843.39,7352.87
57,6.36845e+07,6.36946e+07,6.37047e+07,25231.6,27538.2,29844.8,6110.28,6497.98,6885.69,6760.27,7290.03,7819.78
58,6.36753e+07,6.36856e+07,6.36959e+07,26115.5,28533.9,30952.3,6360.17,6759.64,7159.12,6997.87,7550.86,8103.84
59,6.36662e+07,6.36766e+07,6.36871e+07,26949,29470.9,31992.7,6595.45,7007.88,7420.31,7224.72,7800.96,8377.19
60,6.36538e+07,6.36645e+07,6.36752e+07,28956.8,31576.4,34195.9,7000.49,7426.61,7852.74,7755.1,8353.52,8951.94
61,6.36473e+07,6.36581e+07,6.3669e+07,28373.9,31121.5,33869.2,7052.48,7494.69,7936.9,7617.88,8242.77,8867.67
62,6.36379e+07,6.3649e+07,6.36601e+07,29083.4,31905.4,34727.5,7237.97,7694.31,8150.64,7811.37,8456.68,9102
63,6.36258e+07,6.36371e+07,6.36484e+07,30832.8,33731.4,36630,7579.36,8049.55,8519.75,8270.49,8933.52,9596.55
64,6.36183e+07,6.36299e+07,6.36414e+07,30460.4,33466.2,36471.9,7635.38,8120.91,8606.45,8188.44,8873.7,9558.97
65,6.36093e+07,6.3621e+07,6.36327e+07,30850.9,33922.2,36993.5,7761.57,8260.39,8759.22,8297.12,9000.19,9703.25
66,6.35968e+07,6.36087e+07,6.36207e+07,32600.3,35732.2,38864.1,8086.45,8597.61,9108.78,8752.99,9470.69,10188.4
67,6.359e+07,6.36022e+07,6.36143e+07,31798.3,35026.4,38254.6,8062.46,8587.51,9112.55,8561.63,9298.88,10036.1
68,6.35796e+07,6.3592e+07,6.36044e+07,32612.3,35884.8,39157.3,8230.01,8766.08,9302.14,8774.52,9525.53,10276.5
69,6.35647e+07,6.35773e+07,6.35899e+07,35148.7,38479.6,41810.4,8674.2,9221.22,9768.24,9430.68,10194.6,10958.5
70,6.35495e+07,6.35624e+07,6.35752e+07,37373.7,40821.6,44269.5,9131.77,9692.92,10254.1,10016.7,10802.8,11588.9
71,6.35378e+07,6.35513e+07,6.35648e+07,37518.4,41347,45175.6,9310.59,9921.75,10532.9,10071.4,10953.7,11835.9
72,6.35216e+07,6.35353e+07,6.35491e+07,39957.6,43809.6,47661.5,9792.91,10418.9,11045,10708.7,11594.4,12480.1
73,6.35141e+07,6.35281e+07,6.35422e+07,38556.8,42508.9,46460.9,9732.95,10374.8,11016.6,10382,11285,12188.1
74,6.35065e+07,6.35208e+07,6.35351e+07,37515.6,41500.6,45485.7,9639.48,10292.3,10945.1,10122.9,11037.9,11952.9
75,6.35006e+07,6.35151e+07,6.35296e+07,36075.8,40058.6,44041.4,9430.13,10089.9,10749.6,9756.49,10674.1,11591.8
76,6.34951e+07,6.35097e+07,6.35244e+07,34774.5,38716.4,42658.3,9190.09,9851.93,10513.8,9416.74,10328.7,11240.7
77,6.34867e+07,6.35015e+07,6.35162e+07,34793.1,38670.1,42547.1,9127.38,9787.03,10446.7,9409.19,10309.1,11209
78,6.34733e+07,6.34882e+07,6.35031e+07,36659.6,40495.8,44332,9380.99,10037.8,10694.6,9879.31,10769.4,11659.5
79,6.34557e+07,6.34708e+07,6.34859e+07,39735.3,43602.2,47469.2,9896.4,10554.3,11212.2,10671.1,11563.6,12456
80,6.34491e+07,6.34645e+07,6.34798e+07,38198.8,42177.5,46156.2,9763.45,10428.6,11093.8,10305,11215.9,12126.8
81,6.34364e+07,6.3452e+07,6.34676e+07,39284.6,43289.4,47294.3,9964.45,10634.1,11303.8,10579.3,11501,12422.8
82,6.34219e+07,6.34376e+07,6.34534e+07,40929.6,44987.1,49044.5,10276.8,10952.8,11628.8,11007.5,11939.5,12871.4
83,6.34163e+07,6.34323e+07,6.34483e+07,38915.8,43059.1,47202.4,10053.4,10738.5,11423.6,10515.5,11464.1,12412.6
84,6.34109e+07,6.34271e+07,6.34434e+07,37209,41350,45491.1,9788.35,10478,11167.7,10075.2,11029.3,11983.4
85,6.34078e+07,6.34242e+07,6.34405e+07,34993.5,39083.6,43173.6,9385.49,10075.1,10764.7,9499.49,10446.3,11393.1
86,6.34001e+07,6.34165e+07,6.3433e+07,34859.7,38847.7,42835.7,9257.84,9941.31,10624.8,9444.14,10372.3,11300.4
87,6.33964e+07,6.3413e+07,6.34295e+07,33228.6,37146.4,41064.2,8913.52,9590.26,10267,9017.32,9928.82,10840.3
88,6.3395e+07,6.34115e+07,6.34281e+07,31058.5,34875.1,38691.6,8453.89,9120.07,9786.25,8444.41,9335.36,10226.3
89,6.33935e+07,6.341e+07,6.34266e+07,29233.2,32909.5,36585.8,8014.2,8664.84,9315.48,7953.22,8815.24,9677.26
90,6.3383e+07,6.33995e+07,6.3416e+07,30833.8,34355,37876.3,8133.45,8764.98,9396.52,8341.31,9169.61,9997.92
91,6.33778e+07,6.33944e+07,6.34109e+07,30178.4,33650.6,37122.8,7964.68,8584.01,9203.34,8167.86,8979.43,9791.01
92,6.33807e+07,6.33973e+07,6.34139e+07,26800.6,30212.7,33624.8,7342.87,7950.33,8557.78,7290.51,8088.41,8886.3
93,6.33797e+07,6.33962e+07,6.34128e+07,25329.8,28584.3,31838.7,6958.63,7546.66,8134.69,6888.82,7656.02,8423.22
94,6.33783e+07,6.33948e+07,6.34112e+07,24159.4,27260.1,30360.9,6621.87,7188.77,7755.66,6566.97,7299.56,8032.14
95,6.33822e+07,6.33986e+07,6.34149e+07,21335.3,24293.4,27251.4,6008.63,6554.03,7099.42,5817.27,6517.04,7216.81
96,6.33838e+07,6.34e+07,6.34163e+07,19668.6,22428.9,25189.1,5552.69,6070.59,6588.49,5362.64,6019.7,6676.75
97,6.33796e+07,6.33957e+07,6.34118e+07,20044,22614.8,25185.6,5459.47,5948.73,6437.98,5441.77,6055.29,6668.82
98,6.33766e+07,6.33927e+07,6.34087e+07,19843,22304.8,24766.6,5323.94,5791.44,6258.94,5375.13,5960.27,6545.42
99,6.33785e+07,6.33945e+07,6.34105e+07,18069.5,20448.3,22827,4939.51,5388.88,5838.26,4899.85,5464.18,6028.51
100,6.3375e+07,6.3391e+07,6.34069e+07,18176.6,20432.9,22689.3,4862.14,5291.11,5720.08,4921.42,5458.92,5996.42
101,6.33725e+07,6.33884e+07,6.34043e+07,17915.3,20094.8,22274.4,4753.22,5166.1,5578.99,4843.72,5361.46,5879.19
102,6.33711e+07,6.33869e+07,6.34028e+07,17272.4,19389.2,21506,4591.59,4990.76,5389.93,4668.32,5170.54,5672.76
103,6.33696e+07,6.33855e+07,6.34013e+07,16700.5,18750.9,20801.3,4441.72,4827.9,5214.08,4513.48,5000.21,5486.95
104,6.33725e+07,6.33883e+07,6.34041e+07,14781.7,16766.8,18751.8,4059.36,4433.29,4807.23,4000.4,4471.83,4943.26
105,6.33737e+07,6.33895e+07,6.34052e+07,13665,15537.2,17409.4,3778.64,4136.27,4493.89,3704.26,4151.54,4598.81
106,6.33699e+07,6.33855e+07,6.34012e+07,14248,16006.6,17765.3,3793.22,4133.53,4473.83,3856.47,4277.77,4699.06
107,6.33687e+07,6.33843e+07,6.34e+07,13832,15538.3,17244.6,3673.83,4002.23,4330.63,3733.99,4140.97,4547.95
108,6.33562e+07,6.33718e+07,6.33874e+07,16989.6,18643.8,20297.9,4186.73,4504.28,4821.83,4583.97,4978.53,5373.1
109,6.33502e+07,6.33659e+07,6.33815e+07,17603.7,19325.6,21047.4,4344.87,4662.12,4979.36,4726.92,5130.31,5533.69
110,6.33435e+07,6.33592e+07,6.33749e+07,18429.3,20209.7,21990.2,4535.08,4854.39,5173.7,4949.01,5364.55,5780.08
111,6.33378e+07,6.33536e+07,6.33693e+07,18839.8,20682.7,22525.5,4663.59,4987.29,5310.99,5058.3,5486.76,5915.23
112,6.33311e+07,6.33469e+07,6.33627e+07,19574.8,21471.7,23368.6,4836.18,5165.32,5494.46,5257.35,5697.9,6138.45
113,6.33227e+07,6.33385e+07,6.33544e+07,20889.1,22845.3,24801.6,5103.78,5439.7,5775.62,5608.07,6061.39,6514.7
114,6.33143e+07,6.33302e+07,6.33461e+07,21997.4,24034,26070.5,5359.13,5703.97,6048.81,5901.7,6371.45,6841.2
115,6.33072e+07,6.33232e+07,6.33392e+07,22533.6,24658.4,26783.1,5535.06,5890.37,6245.69,6046.72,6535.33,7023.93
116,6.32985e+07,6.33146e+07,6.33307e+07,23634.7,25837.1,28039.5,5785.7,6151.86,6518.02,6342.91,6849.39,7355.88
117,6.32923e+07,6.33085e+07,6.33247e+07,23628.3,25918.4,28208.5,5878.91,6257.05,6635.18,6346.85,6872.34,7397.83
118,6.32832e+07,6.32994e+07,6.33157e+07,24866.6,27219.4,29572.1,6132.88,6522.04,6911.2,6678.64,7219.89,7761.14
119,6.32788e+07,6.32952e+07,6.33116e+07,24012.3,26447.2,28882.2,6090.04,6491.29,6892.54,6461.74,7020.47,7579.19
120,6.32765e+07,6.3293e+07,6.33094e+07,22556.9,25025.7,27494.6,5902.17,6312.76,6723.34,6090.33,6660.04,7229.75
121,6.32663e+07,6.32828e+07,6.32993e+07,24489.4,26941.1,29392.8,6179.72,6595.14,7010.55,6595.45,7165.22,7734.99
122,6.32646e+07,6.32812e+07,6.32978e+07,22763.6,25265.9,27768.2,5953.13,6376.04,6798.95,6145.56,6723.54,7301.52
123,6.32647e+07,6.32813e+07,6.3298e+07,20660.6,23144.6,25628.7,5598.71,6024.4,6450.08,5599.97,6178.14,6756.3
124,6.32497e+07,6.32664e+07,6.32831e+07,24694.3,27101.3,29508.2,6167.14,6589.4,7011.66,6648.98,7213.74,7778.51
125,6.32358e+07,6.32526e+07,6.32694e+07,27587.2,30071.4,32555.7,6691.21,7118.86,7546.51,7400.4,7974.36,8548.33
126,6.32278e+07,6.32447e+07,6.32616e+07,27802.4,30421.2,33039.9,6854.63,7292.8,7730.97,7464.33,8063.14,8661.96
127,6.32203e+07,6.32373e+07,6.32543e+07,27889.3,30603.8,33318.3,6966.97,7416.12,7865.26,7498.75,8120.53,8742.31
128,6.32113e+07,6.32284e+07,6.32456e+07,28573.9,31358.1,34142.3,7144.22,7604.06,8063.9,7684.61,8323.7,8962.79
129,6.32059e+07,6.32232e+07,6.32404e+07,27765.4,30620.2,33474.9,7094.02,7564.92,8035.82,7484.58,8139.75,8794.91
130,6.31986e+07,6.32159e+07,6.32333e+07,27915.5,30797.2,33679,7143.06,7622.38,8101.7,7527.3,8191.82,8856.33
131,6.31913e+07,6.32088e+07,6.32262e+07,28021.5,30929.6,33837.7,7181.93,7668.63,8155.33,7557.45,8228.7,8899.96
132,6.31888e+07,6.32063e+07,6.32239e+07,26293.3,29224.7,32156.2,6931.02,7424.06,7917.1,7114.23,7791.49,8468.75
133,6.31835e+07,6.32011e+07,6.32187e+07,25976,28871.8,31767.5,6840.1,7334.57,7829.05,7027.92,7701.34,8374.76
134,6.3171e+07,6.31887e+07,6.32063e+07,28431.7,31296,34160.4,7193.84,7688.05,8182.26,7658.11,8325.16,8992.2
135,6.31682e+07,6.3186e+07,6.32038e+07,26746.4,29666.3,32586.2,6971.04,7469.77,7968.51,7227.06,7901.52,8575.98
136,6.31687e+07,6.31865e+07,6.32044e+07,24154.3,27057.5,29960.7,6539.46,7038.78,7538.1,6555.79,7230.66,7905.52
137,6.3163e+07,6.31809e+07,6.31988e+07,24323.4,27133.7,29943.9,6474.91,6968.03,7461.15,6589.4,7248.18,7906.95
138,6.31571e+07,6.3175e+07,6.31929e+07,24539,27295.6,30052.2,6449.61,6937.08,7424.55,6637.31,7282.82,7928.32
139,6.31554e+07,6.31733e+07,6.31913e+07,23108.6,25835.4,28562.3,6177.87,6660.63,7143.4,6260.6,6898.26,7535.91
140,6.3144e+07,6.3162e+07,6.31799e+07,25440.5,28098.8,30757.1,6496.95,6971.85,7446.74,6861.09,7485.36,8109.63
141,6.31231e+07,6.31412e+07,6.31592e+07,30772.6,33459.9,36147.2,7392.52,7866.11,8339.7,8247.55,8872.85,9498.15
142,6.31193e+07,6.31374e+07,6.31556e+07,29055.5,31919.4,34783.3,7290.56,7773.68,8256.81,7817.23,8470.28,9123.34
143,6.31196e+07,6.31379e+07,6.31562e+07,26119.1,29047,31974.8,6903.68,7394.24,7884.81,7069.88,7743.29,8416.69
144,6.31208e+07,6.31392e+07,6.31576e+07,23368.5,26252.7,29136.8,6427.23,6918.93,7410.64,6355.49,7026.22,7696.96
145,6.31213e+07,6.31397e+07,6.31581e+07,21408.8,24179.3,26949.9,5992.8,6477.95,6963.1,5834.43,6484.61,7134.8
146,6.31241e+07,6.31424e+07,6.31608e+07,18951.2,21583.7,24216.1,5441.48,5914.29,6387.09,5178.49,5799.86,6421.22
147,6.31159e+07,6.31342e+07,6.31524e+07,20751.5,23207.2,25663,5575.12,6028.56,6481.99,5631,6214.67,6798.34
148,6.31051e+07,6.31234e+07,6.31417e+07,23019.9,25425,27830,5891.64,6334.05,6776.46,6212.51,6779.67,7346.83
149,6.30988e+07,6.31171e+07,6.31354e+07,23335.2,25775,28214.7,5957.72,6396.66,6835.61,6290.12,6859.63,7429.15
150,6.3092e+07,6.31104e+07,6.31288e+07,23755.9,26222.1,28688.3,6045.93,6483.32,6920.7,6401.63,6976.36,7551.09
151,6.3087e+07,6.31054e+07,6.31239e+07,23532.2,26026.2,28520.1,6035.78,6473.39,6911,6345.22,6925.43,7505.63
152,6.30831e+07,6.31016e+07,6.31201e+07,22914.4,25418.6,27922.8,5948.15,6386,6823.84,6186.11,6769.28,7352.46
153,6.30786e+07,6.30972e+07,6.31157e+07,22652,25143.7,27635.5,5895.9,6332.79,6769.69,6118.12,6699.79,7281.46
154,6.3075e+07,6.30936e+07,6.31121e+07,22105.9,24581.7,27057.5,5792.42,6227.85,6663.28,5974.32,6552.78,7131.25
155,6.30704e+07,6.3089e+07,6.31076e+07,21971.2,24419.2,26867.2,5743.84,6176.6,6609.35,5937.36,6510.38,7083.4
156,6.30678e+07,6.30865e+07,6.31051e+07,21144.3,23569.6,25994.9,5585.7,6015.66,6445.61,5718.46,6286.27,6854.07
157,6.30655e+07,6.30842e+07,6.31028e+07,20338.6,22721.7,25104.8,5412.95,5838.3,6263.65,5504.96,6064.37,6623.79
158,6.30602e+07,6.30789e+07,6.30976e+07,20687.1,23015.9,25344.7,5419.15,5838.23,6257.31,5592.65,6140.62,6688.59
159,6.30533e+07,6.3072e+07,6.30907e+07,21528.5,23832.4,26136.3,5532.76,5947.19,6361.62,5809.18,6350.16,6891.14
160,6.30483e+07,6.30671e+07,6.30858e+07,21543.4,23856,26168.6,5541.27,5953.78,6366.3,5810.57,6351.4,6892.23
161,6.30457e+07,6.30645e+07,6.30833e+07,20701.1,23017.8,25334.5,5408.54,5819.71,6230.88,5589.96,6131.51,6673.06
162,6.3044e+07,6.30628e+07,6.30816e+07,19686.2,21977.9,24269.6,5221.47,5629.67,6037.87,5324.19,5861.52,6398.85
163,6.30384e+07,6.30572e+07,6.3076e+07,20220,22462.5,24705,5265.4,5668.41,6071.41,5463.29,5990.92,6518.56
164,6.3032e+07,6.30508e+07,6.30696e+07,20906.9,23134.5,25362.1,5363.33,5763.07,6162.8,5639.93,6162.64,6685.35
165,6.30294e+07,6.30483e+07,6.30672e+07,20088.9,22327.1,24565.2,5237.97,5636.6,6035.23,5422.46,5945.89,6469.32
166,6.3024e+07,6.30429e+07,6.30618e+07,20440.3,22657.9,24875.4,5278.59,5674.53,6070.46,5516.81,6036.99,6557.17
167,6.30247e+07,6.30436e+07,6.30626e+07,18552,20767,22982.1,4967.26,5361.74,5756.22,5017.32,5535.99,6054.66
168,6.30176e+07,6.30365e+07,6.30554e+07,19753.7,21905.2,24056.8,5109.96,5498.4,5886.84,5336.54,5843.93,6351.32
169,6.30111e+07,6.30301e+07,6.3049e+07,20483.6,22633.3,24783,5225.77,5611.9,5998.03,5522.83,6027.01,6531.2
170,6.30077e+07,6.30267e+07,6.30457e+07,20003.9,22173.5,24343,5164.99,5550.97,5936.95,5394.56,5901.62,6408.68
171,6.30015e+07,6.30205e+07,6.30395e+07,20623.8,22789.9,24956.1,5265.08,5650.11,6035.14,5560.63,6067.84,6575.05
172,6.29876e+07,6.30066e+07,6.30257e+07,23908.2,26091.4,28274.6,5816.22,6201.97,6587.72,6426.11,6935.94,7445.77
173,6.29785e+07,6.29977e+07,6.30168e+07,24951.5,27244.6,29537.8,6090.21,6483.43,6876.64,6697.49,7225.54,7753.59
174,6.29734e+07,6.29926e+07,6.30119e+07,24425.2,26821.2,29217.2,6117.59,6520.36,6923.12,6568.36,7118.59,7668.82
175,6.29625e+07,6.29819e+07,6.30012e+07,26231.2,28682.7,31134.1,6456.04,6867.32,7278.6,7049.1,7614.44,8179.78
176,6.29478e+07,6.29672e+07,6.29867e+07,29274.7,31819.4,34364,7020.68,7443.13,7865.57,7847.43,8431.29,9015.15
177,6.29324e+07,6.29519e+07,6.29715e+07,32199.9,34897,37594,7625.61,8063.61,8501.61,8617.32,9230.46,9843.6
178,6.29178e+07,6.29375e+07,6.29572e+07,34440,37324.9,40209.8,8165.71,8623.29,9080.87,9214.85,9866.08,10517.3
179,6.29109e+07,6.29307e+07,6.29506e+07,33295.1,36374.4,39453.6,8225.63,8705.76,9185.89,8948.97,9642.06,10335.1
180,6.28999e+07,6.29199e+07,6.29399e+07,34130.1,37317.6,40505.2,8469.33,8969.83,9470.33,9177.3,9901.13,10625
181,6.28841e+07,6.29042e+07,6.29243e+07,36922,40215.5,43509,8993.06,9513.46,10033.9,9904.68,10653.6,11402.5
182,6.28748e+07,6.28952e+07,6.29155e+07,36512.4,39963.2,43414,9106.68,9649.24,10191.8,9826.54,10607.5,11388.4
183,6.28616e+07,6.28821e+07,6.29026e+07,37935,41487.6,45040.3,9426.62,9989.02,10551.4,10201.6,11009.7,11817.9
184,6.28505e+07,6.28712e+07,6.28919e+07,38279.8,41949.2,45618.6,9602.71,10185.1,10767.5,10308.6,11142.7,11976.9
185,6.28343e+07,6.28551e+07,6.2876e+07,40779.4,44544.1,48308.7,10075.2,10676.1,11276.9,10956.5,11814.3,12672.1
186,6.28291e+07,6.28502e+07,6.28712e+07,38286.3,42192.7,46099,9855.97,10477.2,11098.4,10352.9,11239.6,12126.3
187,6.28204e+07,6.28416e+07,6.28628e+07,37814.6,41750.6,45686.5,9812.01,10447.5,11083,10228.5,11130.5,12032.6
188,6.27993e+07,6.28207e+07,6.28421e+07,42454.2,46403,50351.8,10525,11171.3,11817.6,11404.9,12312.7,13220.5
189,6.279e+07,6.28116e+07,6.28332e+07,41535.6,45632.8,49730,10532.9,11196.1,11859.3,11207,12139.1,13071.2
190,6.27794e+07,6.28012e+07,6.2823e+07,41376.8,45548.7,49720.7,10585.1,11262.3,11939.5,11173.4,12127.2,13081
191,6.27822e+07,6.28042e+07,6.28262e+07,35934.4,40156.6,44378.8,9800.37,10489.7,11179.1,9802.27,10769.9,11737.5
192,6.27853e+07,6.28074e+07,6.28294e+07,31492.2,35586.4,39680.6,8963.91,9652.02,10340.1,8633.42,9585.15,10536.9
193,6.27758e+07,6.27978e+07,6.28198e+07,32709,36578.5,40448,8920.56,9593.83,10267.1,8898.81,9807.51,10716.2
194,6.27642e+07,6.27863e+07,6.28084e+07,34313.9,38080.5,41847.1,9049.57,9711.48,10373.4,9294.71,10175.7,11056.7
195,6.27559e+07,6.2778e+07,6.28002e+07,34389.1,38134.9,41880.7,9013.41,9668.66,10323.9,9311.46,10183,11054.5
196,6.27479e+07,6.27702e+07,6.27924e+07,34289.5,38017.4,41745.4,8966.01,9615.67,10265.3,9282.06,10148.7,11015.4
197,6.27422e+07,6.27645e+07,6.27868e+07,33375.6,37084.7,40793.8,8792.85,9437.61,10082.4,9044.76,9906.83,10768.9
