"date","Paris__all"
"2002-08-05",11700000
"2002-08-12",11700000
"2002-08-19",11700000
"2002-08-26",11700000
"2002-09-03",11700000
"2002-09-09",11700000
"2002-09-16",11700000
"2002-09-23",11700000
"2002-09-30",11700000
"2002-10-07",11700000
"2002-10-14",11700000
"2002-10-21",11700000
"2002-10-28",11700000
"2002-11-04",11700000
"2002-11-11",11700000
"2002-11-18",11700000
"2002-11-25",11700000
"2002-12-02",11700000
"2002-12-09",11700000
"2002-12-16",11700000
"2002-12-23",11700000
"2002-12-30",11700000
"2003-01-06",11700000
"2003-01-13",11700000
"2003-01-21",11700000
"2003-01-27",11700000
"2003-02-03",11700000
"2003-02-10",11700000
"2003-02-18",11700000
"2003-02-24",11700000
"2003-03-03",11700000
"2003-03-10",11700000
"2003-03-17",11700000
"2003-03-24",11700000
"2003-03-31",11700000
"2003-04-07",11700000
"2003-04-14",11700000
"2003-04-21",11700000
"2003-04-28",11700000
"2003-05-05",11700000
"2003-05-12",11700000
"2003-05-19",11700000
"2003-05-27",11700000
"2003-06-02",11700000
"2003-06-09",11700000
"2003-06-16",11700000
"2003-06-23",11700000
"2003-06-30",11700000
"2003-07-07",11700000
"2003-07-14",11700000
"2003-07-21",11700000
"2003-07-28",11700000
"2003-08-04",11700000
"2003-08-11",11700000
"2003-08-18",11700000
"2003-08-25",11700000
"2003-09-02",11700000
"2003-09-08",11700000
"2003-09-15",11700000
"2003-09-22",11700000
"2003-09-29",11700000
"2003-10-06",11700000
"2003-10-13",11700000
"2003-10-20",11700000
"2003-10-27",11700000
"2003-11-03",11700000
"2003-11-10",11700000
"2003-11-17",11700000
"2003-11-24",11700000
"2003-12-01",11700000
"2003-12-08",11700000
"2003-12-15",11700000
"2003-12-22",11700000
"2003-12-29",11700000
"2004-01-05",11700000
"2004-01-12",11700000
"2004-01-20",11700000
"2004-01-26",11700000
"2004-02-02",11700000
"2004-02-09",11700000
"2004-02-17",11700000
"2004-02-23",11700000
"2004-03-01",11700000
"2004-03-08",11700000
"2004-03-15",11700000
"2004-03-22",11700000
"2004-03-29",11700000
"2004-04-05",11700000
"2004-04-12",11700000
"2004-04-19",11700000
"2004-04-26",11700000
"2004-05-03",11700000
"2004-05-10",11700000
"2004-05-17",11700000
"2004-05-24",11700000
"2004-06-01",11700000
"2004-06-07",11700000
"2004-06-14",11700000
"2004-06-21",11700000
"2004-06-28",11700000
"2004-07-06",11700000
"2004-07-12",11700000
"2004-07-19",11700000
"2004-07-26",11700000
"2004-08-02",11700000
"2004-08-09",11700000
"2004-08-16",11700000
"2004-08-23",11700000
"2004-08-30",11700000
"2004-09-07",11700000
"2004-09-13",11700000
"2004-09-20",11700000
"2004-09-27",11700000
"2004-10-04",11700000
"2004-10-11",11700000
"2004-10-18",11700000
"2004-10-25",11700000
"2004-11-01",11700000
"2004-11-08",11700000
"2004-11-15",11700000
"2004-11-22",11700000
"2004-11-29",11700000
"2004-12-06",11700000
"2004-12-13",11700000
"2004-12-20",11700000
"2004-12-27",11700000
"2005-01-03",11700000
"2005-01-10",11700000
"2005-01-18",11700000
"2005-01-24",11700000
"2005-01-31",11700000
"2005-02-07",11700000
"2005-02-14",11700000
"2005-02-22",11700000
"2005-02-28",11700000
"2005-03-07",11700000
"2005-03-14",11700000
"2005-03-21",11700000
"2005-03-28",11700000
"2005-04-04",11700000
"2005-04-11",11700000
"2005-04-18",11700000
"2005-04-25",11700000
"2005-05-02",11700000
"2005-05-09",11700000
"2005-05-16",11700000
"2005-05-23",11700000
"2005-05-31",11700000
"2005-06-06",11700000
"2005-06-13",11700000
"2005-06-20",11700000
"2005-06-27",11700000
"2005-07-05",11700000
"2005-07-11",11700000
"2005-07-18",11700000
"2005-07-25",11700000
"2005-08-01",11700000
"2005-08-08",11700000
"2005-08-15",11700000
"2005-08-22",11700000
"2005-08-29",11700000
"2005-09-06",11700000
"2005-09-12",11700000
"2005-09-19",11700000
"2005-09-26",11700000
"2005-10-03",11700000
"2005-10-10",11700000
"2005-10-17",11700000
"2005-10-24",11700000
"2005-10-31",11700000
"2005-11-07",11700000
"2005-11-14",11700000
"2005-11-21",11700000
"2005-11-28",11700000
"2005-12-05",11700000
"2005-12-12",11700000
"2005-12-19",11700000
"2005-12-27",11700000
"2006-01-03",11700000
"2006-01-09",11700000
"2006-01-17",11700000
"2006-01-23",11700000
"2006-01-30",11700000
"2006-02-06",11700000
"2006-02-13",11700000
"2006-02-21",11700000
"2006-02-27",11700000
"2006-03-06",11700000
"2006-03-13",11700000
"2006-03-20",11700000
"2006-03-27",11700000
"2006-04-03",11700000
"2006-04-10",11700000
"2006-04-17",11700000
"2006-04-24",11700000
"2006-05-01",11700000
"2006-05-08",11700000
"2006-05-15",11700000
"2006-05-22",11700000
"2006-05-30",11700000
"2006-06-05",11700000
"2006-06-12",11700000
"2006-06-19",11700000
"2006-06-26",11700000
"2006-07-03",11700000
"2006-07-10",11700000
"2006-07-17",11700000
"2006-07-24",11700000
"2006-07-31",11700000
"2006-08-07",11700000
"2006-08-14",11700000
"2006-08-21",11700000
"2006-08-28",11700000
"2006-09-05",11700000
"2006-09-11",11700000
"2006-09-18",11700000
"2006-09-25",11700000
"2006-10-02",11700000
"2006-10-09",11700000
"2006-10-16",11700000
"2006-10-23",11700000
"2006-10-30",11700000
"2006-11-06",11700000
"2006-11-13",11700000
"2006-11-20",11700000
"2006-11-27",11700000
"2006-12-04",11700000
"2006-12-11",11700000
"2006-12-18",11700000
"2006-12-26",11700000
"2007-01-03",11700000
"2007-01-08",11700000
"2007-01-16",11700000
"2007-01-22",11700000
"2007-01-29",11700000
"2007-02-05",11700000
"2007-02-12",11700000
"2007-02-20",11700000
"2007-02-26",11700000
"2007-03-05",11700000
"2007-03-12",11700000
"2007-03-19",11700000
"2007-03-26",11700000
"2007-04-02",11700000
"2007-04-09",11700000
"2007-04-16",11700000
"2007-04-23",11700000
"2007-04-30",11700000
"2007-05-07",11700000
"2007-05-14",11700000
"2007-05-21",11700000
"2007-05-29",11700000
"2007-06-04",11700000
"2007-06-11",11700000
"2007-06-18",11700000
"2007-06-25",11700000
"2007-07-02",11700000
"2007-07-09",11700000
"2007-07-16",11700000
"2007-07-23",11700000
"2007-07-30",11700000
"2007-08-06",11700000
"2007-08-13",11700000
"2007-08-20",11700000
"2007-08-27",11700000
"2007-09-04",11700000
"2007-09-10",11700000
"2007-09-17",11700000
"2007-09-24",11700000
"2007-10-01",11700000
"2007-10-08",11700000
"2007-10-15",11700000
"2007-10-22",11700000
"2007-10-29",11700000
"2007-11-05",11700000
"2007-11-12",11700000
"2007-11-19",11700000
"2007-11-26",11700000
"2007-12-03",11700000
"2007-12-10",11700000
"2007-12-17",11700000
"2007-12-24",11700000
"2007-12-31",11700000
"2008-01-07",11700000
"2008-01-14",11700000
"2008-01-22",11700000
"2008-01-28",11700000
"2008-02-04",11700000
"2008-02-11",11700000
"2008-02-19",11700000
"2008-02-25",11700000
"2008-03-03",11700000
"2008-03-10",11700000
"2008-03-17",11700000
"2008-03-24",11700000
"2008-03-31",11700000
"2008-04-07",11700000
"2008-04-14",11700000
"2008-04-21",11700000
"2008-04-28",11700000
"2008-05-05",11700000
"2008-05-12",11700000
"2008-05-19",11700000
"2008-05-27",11700000
"2008-06-02",11700000
"2008-06-09",11700000
"2008-06-16",11700000
"2008-06-23",11700000
"2008-06-30",11700000
"2008-07-07",11700000
"2008-07-14",11700000
"2008-07-21",11700000
"2008-07-28",11700000
"2008-08-04",11700000
"2008-08-11",11700000
"2008-08-18",11700000
"2008-08-25",11700000
"2008-09-02",11700000
"2008-09-08",11700000
"2008-09-15",11700000
"2008-09-22",11700000
"2008-09-29",11700000
"2008-10-06",11700000
"2008-10-13",11700000
"2008-10-20",11700000
"2008-10-27",11700000
"2008-11-03",11700000
"2008-11-10",11700000
"2008-11-17",11700000
"2008-11-24",11700000
"2008-12-01",11700000
"2008-12-08",11700000
"2008-12-15",11700000
"2008-12-22",11700000
"2008-12-29",11700000
"2009-01-05",11700000
"2009-01-12",11700000
"2009-01-20",11700000
"2009-01-26",11700000
"2009-02-02",11700000
"2009-02-09",11700000
"2009-02-17",11700000
"2009-02-23",11700000
"2009-03-02",11700000
"2009-03-09",11700000
"2009-03-16",11700000
"2009-03-23",11700000
"2009-03-30",11700000
"2009-04-06",11700000
"2009-04-13",11700000
"2009-04-20",11700000
"2009-04-27",11700000
"2009-05-04",11700000
"2009-05-11",11700000
"2009-05-18",11700000
"2009-05-26",11700000
"2009-06-01",11700000
"2009-06-08",11700000
"2009-06-15",11700000
"2009-06-22",11700000
"2009-06-29",11700000
"2009-07-06",11700000
"2009-07-13",11700000
"2009-07-20",11700000
"2009-07-27",11700000
"2009-08-03",11700000
"2009-08-10",11700000
"2009-08-17",11700000
"2009-08-24",11700000
"2009-08-31",11700000
"2009-09-08",11700000
"2009-09-14",11700000
"2009-09-21",11700000
"2009-09-28",11700000
"2009-10-05",11700000
"2009-10-12",11700000
"2009-10-19",11700000
"2009-10-26",11700000
"2009-11-02",11700000
"2009-11-09",11700000
"2009-11-16",11700000
"2009-11-23",11700000
"2009-11-30",11700000
"2009-12-07",11700000
"2009-12-14",11700000
"2009-12-21",11700000
"2009-12-28",11700000
"2010-01-04",11700000
"2010-01-11",11700000
"2010-01-19",11700000
"2010-01-25",11700000
"2010-02-01",11700000
"2010-02-08",11700000
"2010-02-16",11700000
"2010-02-22",11700000
"2010-03-01",11700000
"2010-03-08",11700000
"2010-03-15",11700000
"2010-03-22",11700000
"2010-03-29",11700000
"2010-04-05",11700000
"2010-04-12",11700000
"2010-04-19",11700000
"2010-04-26",11700000
"2010-05-03",11700000
"2010-05-10",11700000
"2010-05-17",11700000
"2010-05-24",11700000
"2010-06-01",11700000
"2010-06-07",11700000
"2010-06-14",11700000
"2010-06-21",11700000
"2010-06-28",11700000
"2010-07-06",11700000
"2010-07-12",11700000
"2010-07-19",11700000
"2010-07-26",11700000
"2010-08-02",11700000
"2010-08-09",11700000
"2010-08-16",11700000
"2010-08-23",11700000
"2010-08-30",11700000
"2010-09-07",11700000
"2010-09-13",11700000
"2010-09-20",11700000
"2010-09-27",11700000
"2010-10-04",11700000
"2010-10-11",11700000
"2010-10-18",11700000
"2010-10-25",11700000
"2010-11-01",11700000
"2010-11-08",11700000
"2010-11-15",11700000
"2010-11-22",11700000
"2010-11-29",11700000
"2010-12-06",11700000
"2010-12-13",11700000
"2010-12-20",11700000
"2010-12-27",11700000
"2011-01-03",11700000
"2011-01-10",11700000
"2011-01-18",11700000
"2011-01-24",11700000
"2011-01-31",11700000
"2011-02-07",11700000
"2011-02-14",11700000
"2011-02-22",11700000
"2011-02-28",11700000
"2011-03-07",11700000
"2011-03-14",11700000
"2011-03-21",11700000
"2011-03-28",11700000
"2011-04-04",11700000
"2011-04-11",11700000
"2011-04-18",11700000
"2011-04-25",11700000
"2011-05-02",11700000
"2011-05-09",11700000
"2011-05-16",11700000
"2011-05-23",11700000
"2011-05-31",11700000
"2011-06-06",11700000
"2011-06-13",11700000
"2011-06-20",11700000
"2011-06-27",11700000
"2011-07-05",11700000
"2011-07-11",11700000
"2011-07-18",11700000
"2011-07-25",11700000
"2011-08-01",11700000
"2011-08-08",11700000
"2011-08-15",11700000
"2011-08-22",11700000
"2011-08-29",11700000
"2011-09-06",11700000
"2011-09-12",11700000
"2011-09-19",11700000
"2011-09-26",11700000
"2011-10-03",11700000
"2011-10-10",11700000
"2011-10-17",11700000
"2011-10-24",11700000
"2011-10-31",11700000
"2011-11-07",11700000
"2011-11-14",11700000
"2011-11-21",11700000
"2011-11-28",11700000
"2011-12-05",11700000
"2011-12-12",11700000
"2011-12-19",11700000
"2011-12-27",11700000
"2012-01-03",11700000
"2012-01-09",11700000
"2012-01-17",11700000
"2012-01-23",11700000
"2012-01-30",11700000
"2012-02-06",11700000
"2012-02-13",11700000
"2012-02-21",11700000
"2012-02-27",11700000
"2012-03-05",11700000
"2012-03-12",11700000
"2012-03-19",11700000
"2012-03-26",11700000
"2012-04-02",11700000
"2012-04-09",11700000
"2012-04-16",11700000
"2012-04-23",11700000
"2012-04-30",11700000
"2012-05-07",11700000
"2012-05-14",11700000
"2012-05-21",11700000
"2012-05-29",11700000
"2012-06-04",11700000
"2012-06-11",11700000
"2012-06-18",11700000
"2012-06-25",11700000
"2012-07-02",11700000
"2012-07-09",11700000
"2012-07-16",11700000
"2012-07-23",11700000
"2012-07-30",11700000
"2012-08-06",11700000
"2012-08-13",11700000
"2012-08-20",11700000
"2012-08-27",11700000
"2012-09-04",11700000
"2012-09-10",11700000
"2012-09-17",11700000
"2012-09-24",11700000
"2012-10-01",11700000
"2012-10-08",11700000
"2012-10-15",11700000
"2012-10-22",11700000
"2012-10-31",11700000
"2012-11-05",11700000
"2012-11-12",11700000
"2012-11-19",11700000
"2012-11-26",11700000
"2012-12-03",11700000
"2012-12-10",11700000
"2012-12-17",11700000
"2012-12-24",11700000
"2012-12-31",11700000
"2013-01-07",11700000
"2013-01-14",11700000
"2013-01-22",11700000
"2013-01-28",11700000
"2013-02-04",11700000
"2013-02-11",11700000
"2013-02-19",11700000
"2013-02-25",11700000
"2013-03-04",11700000
"2013-03-11",11700000
"2013-03-18",11700000
"2013-03-25",11700000
"2013-04-01",11700000
"2013-04-08",11700000
"2013-04-15",11700000
"2013-04-22",11700000
"2013-04-29",11700000
"2013-05-06",11700000
